rank,useragent,count
1,/dcrwire:1.0.0/dcrd:2.0.4/,37
2,/dcrwire:1.0.0/dcrd:1.8.0/,30
3,/dcrwire:1.0.0/dcrd:2.0.3/,18
4,/dcrwire:1.0.0/dcrd:2.0.2/,12
5,/dcrwire:1.0.0/dcrd:1.8.1/,9
6,/dcrwire:1.0.0/dcrd:2.0.1/,6
7,/dcrwire:1.0.0/dcrd:2.0.0/,4
8,/dcrwire:1.0.0/dcrd:2.1.0(pre)/,3
