side,qty,rate,time
2,0.006,97005926430,2025-04-27 00:21:15.306
2,0.002,95460501550,2025-04-27 01:20:47.034
1,0.002,94022181990,2025-04-27 01:20:46.461
1,0.006,92656139230,2025-04-27 01:21:45.353
