baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
doge,btc,0,0,0.0,0,0,0,0.0,2023-10-04 01:45:06.028
zec,btc,125300,0,0.0,0,125300,125300,0.0,2023-10-04 01:45:04.025
dcr,btc,48200,0,-0.04365079365079365,2080,50500,47700,27274.213060725073,2023-10-04 01:45:00.270
eth,btc,699000,0,0.0,0,699000,699000,0.0,2023-10-04 01:45:06.022
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,0.0,2023-10-04 01:45:06.022
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,0.0,2023-10-04 01:45:06.013
ltc,btc,245900,0,0.0,0,245900,245900,0.0,2023-10-04 01:45:04.027
zec,usdc.eth,0,0,0.0,0,0,0,0.0,2023-10-04 01:45:06.011
dcr,ltc,15849000,0,0.0,0,15849000,15849000,0.0,2023-10-04 01:45:06.025
dgb,btc,28,0,0.0,0,28,28,0.0,2023-10-04 01:45:06.025
