baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,0.0,2023-10-10 01:43:12.020
doge,btc,0,0,0.0,0,0,0,0.0,2023-10-10 01:43:12.023
zec,btc,125300,0,0.0,0,125300,125300,0.0,2023-10-10 01:43:12.023
dcr,btc,47300,0,0.023809523809523808,200,47300,46200,2544.9831322427,2023-10-10 01:43:10.189
eth,btc,699000,0,0.0,0,699000,699000,0.0,2023-10-10 01:43:06.023
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,0.0,2023-10-10 01:43:06.029
dgb,btc,28,0,0.0,0,28,28,0.0,2023-10-10 01:43:12.023
ltc,btc,245900,0,0.0,0,245900,245900,0.0,2023-10-10 01:43:12.023
zec,usdc.eth,0,0,0.0,0,0,0,0.0,2023-10-10 01:43:06.019
dcr,ltc,15849000,0,0.0,0,15849000,15849000,0.0,2023-10-10 01:43:06.026
