baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
dgb,btc,28,0,0.0,0,28,28,0.0,2023-10-22 01:50:42.025
ltc,btc,245900,0,0.0,0,245900,245900,0.0,2023-10-22 01:50:40.028
zec,usdc.eth,0,0,0.0,0,0,0,0.0,2023-10-22 01:50:39.019
dcr,ltc,15849000,0,0.0,0,15849000,15849000,0.0,2023-10-22 01:50:39.022
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,0.0,2023-10-22 01:50:42.019
doge,btc,0,0,0.0,0,0,0,0.0,2023-10-22 01:50:42.022
zec,btc,125300,0,0.0,0,125300,125300,0.0,2023-10-22 01:50:40.025
dcr,btc,39700,0,-0.0075,80,40000,39700,977.1027255208,2023-10-22 01:50:40.189
eth,btc,699000,0,0.0,0,699000,699000,0.0,2023-10-22 01:50:39.022
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,0.0,2023-10-22 01:50:39.022
