baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
dcr,btc,51600,0,0,840,52000,51400,11495.980725160343,2023-10-01 01:54:20.020
eth,btc,699000,0,0,0,699000,699000,0.0,2023-10-01 01:54:23.022
btc,usdc.eth,29525450000,0,0,0,29525450000,29525450000,0.0,2023-10-01 01:54:23.022
dcr,usdc.eth,21097000,0,0,0,21097000,21097000,0.0,2023-10-01 01:54:24.011
doge,btc,0,0,0,0,0,0,0.0,2023-10-01 01:54:24.020
zec,btc,125300,0,0,0,125300,125300,0.0,2023-10-01 01:54:24.014
dcr,ltc,15849000,0,0,0,15849000,15849000,0.0,2023-10-01 01:54:23.022
dgb,btc,28,0,0,0,28,28,0.0,2023-10-01 01:54:24.023
ltc,btc,245900,0,0,0,245900,245900,0.0,2023-10-01 01:54:24.023
zec,usdc.eth,0,0,0,0,0,0,0.0,2023-10-01 01:54:23.019
