baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
dgb,btc,28,0,0.0,0,28,28,0.0,2023-10-19 01:43:30.017
ltc,btc,245900,0,0.0,0,245900,245900,0.0,2023-10-19 01:43:28.025
zec,usdc.eth,0,0,0.0,0,0,0,0.0,2023-10-19 01:43:29.012
dcr,ltc,15849000,0,0.0,0,15849000,15849000,0.0,2023-10-19 01:43:29.017
eth,btc,699000,0,0.0,0,699000,699000,0.0,2023-10-19 01:43:29.017
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,0.0,2023-10-19 01:43:29.014
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,0.0,2023-10-19 01:43:30.010
doge,btc,0,0,0.0,0,0,0,0.0,2023-10-19 01:43:30.013
zec,btc,125300,0,0.0,0,125300,125300,0.0,2023-10-19 01:43:28.022
dcr,btc,41900,0,-0.0071090047393364926,200,42200,41200,2386.7648685510003,2023-10-19 01:43:30.178
