baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
ltc,btc,245900,0,0.0,0,245900,245900,0.0,2023-10-05 01:47:20.024
zec,usdc.eth,0,0,0.0,0,0,0,0.0,2023-10-05 01:47:20.011
dcr,ltc,15849000,0,0.0,0,15849000,15849000,0.0,2023-10-05 01:47:20.021
dgb,btc,28,0,0.0,0,28,28,0.0,2023-10-05 01:47:18.024
doge,btc,0,0,0.0,0,0,0,0.0,2023-10-05 01:47:18.024
zec,btc,125300,0,0.0,0,125300,125300,0.0,2023-10-05 01:47:20.015
dcr,btc,48100,0,-0.002074688796680498,1280,49200,47700,16798.262320718462,2023-10-05 01:47:20.024
eth,btc,699000,0,0.0,0,699000,699000,0.0,2023-10-05 01:47:20.021
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,0.0,2023-10-05 01:47:20.021
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,0.0,2023-10-05 01:47:18.021
