baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
zec,usdc.eth,0,0,0.0,0,0,0,0.0,2023-10-15 01:50:11.019
dcr,ltc,15849000,0,0.0,0,15849000,15849000,0.0,2023-10-15 01:50:11.022
dgb,btc,28,0,0.0,0,28,28,0.0,2023-10-15 01:50:12.025
ltc,btc,245900,0,0.0,0,245900,245900,0.0,2023-10-15 01:50:08.026
zec,btc,125300,0,0.0,0,125300,125300,0.0,2023-10-15 01:50:08.023
dcr,btc,44500,0,-0.011111111111111112,280,45000,44500,3399.3871113937557,2023-10-15 01:50:10.017
eth,btc,699000,0,0.0,0,699000,699000,0.0,2023-10-15 01:50:11.022
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,0.0,2023-10-15 01:50:11.022
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,0.0,2023-10-15 01:50:12.019
doge,btc,0,0,0.0,0,0,0,0.0,2023-10-15 01:50:12.022
