baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
dgb,btc,28,0,0.0,0,28,28,0.0,2023-10-07 01:41:48.021
ltc,btc,245900,0,0.0,0,245900,245900,0.0,2023-10-07 01:41:44.024
zec,usdc.eth,0,0,0.0,0,0,0,0.0,2023-10-07 01:41:46.010
dcr,ltc,15849000,0,0.0,0,15849000,15849000,0.0,2023-10-07 01:41:46.023
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,0.0,2023-10-07 01:41:48.010
doge,btc,0,0,0.0,0,0,0,0.0,2023-10-07 01:41:48.018
zec,btc,125300,0,0.0,0,125300,125300,0.0,2023-10-07 01:41:44.021
dcr,btc,48000,0,-0.014373716632443531,1040,48900,48000,13739.88171095956,2023-10-07 01:41:40.186
eth,btc,699000,0,0.0,0,699000,699000,0.0,2023-10-07 01:41:46.017
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,0.0,2023-10-07 01:41:46.020
