rank,useragent,count
1,/dcrwire:1.0.0/dcrd:2.1.4/,60
2,/dcrwire:1.0.0/dcrd:2.1.1/,40
3,/dcrwire:1.0.0/dcrd:2.1.3/,34
4,/dcrwire:1.0.0/dcrd:2.1.2/,30
5,/dcrwire:1.0.0/dcrd:2.1.0/,10
6,/dcrwire:1.0.0/dcrd:2.2.0(pre)/,4
7,/dcrwire:1.0.0/dcrd:2.0.6/,2
8,/dcrwire:1.0.0/dcrd:2.0.3/,2
9,/dcrwire:1.0.0/dcrd:2.0.1/,1
