pool,rate,units
coinmine.pl,0.6917000000000001,PH/s
viabtc.net,0.0,PH/s
antpool.com,3.1,PH/s
f2pool.com,17.36,PH/s
poolin.me,61.99,PH/s
pool.btc.com,4.46,PH/s
