pool,rate,units
coinmine.pl,0.71536,PH/s
viabtc.net,0.0,PH/s
antpool.com,2.98,PH/s
f2pool.com,16.87,PH/s
poolin.me,27.72,PH/s
pool.btc.com,4.32,PH/s
