baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
dgb,btc,28,0,0.0,0,28,28,0.0,2023-08-09 01:57:30.022
ltc,btc,300200,0,0.0,0,300200,300200,0.0,2023-08-09 01:57:28.023
zec,usdc.eth,0,0,0.0,0,0,0,0.0,2023-08-09 01:57:28.019
dcr,ltc,15849000,0,0.0,0,15849000,15849000,0.0,2023-08-09 01:57:28.022
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,0.0,2023-08-09 01:57:28.022
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,0.0,2023-08-09 01:57:30.019
doge,btc,0,0,0.0,0,0,0,0.0,2023-08-09 01:57:30.022
zec,btc,125300,0,0.0,0,125300,125300,0.0,2023-08-09 01:57:28.022
dcr,btc,50100,0,-0.005952380952380952,720,50400,48000,10553.653288369871,2023-08-09 01:57:30.186
eth,btc,699000,0,0.0,0,699000,699000,0.0,2023-08-09 01:57:28.022
