baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
zec,usdc.eth,0,0,0.0,0,0,0,0.0,2023-08-21 01:39:49.018
dcr,ltc,15849000,0,0.0,0,15849000,15849000,0.0,2023-08-21 01:39:49.021
dgb,btc,28,0,0.0,0,28,28,0.0,2023-08-21 01:39:48.022
ltc,btc,300200,0,0.0,0,300200,300200,0.0,2023-08-21 01:39:44.137
zec,btc,125300,0,0.0,0,125300,125300,0.0,2023-08-21 01:39:44.022
dcr,btc,53000,0,0.06,320,53000,50000,4228.385483117952,2023-08-21 01:39:40.177
eth,btc,699000,0,0.0,0,699000,699000,0.0,2023-08-21 01:39:49.021
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,0.0,2023-08-21 01:39:49.021
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,0.0,2023-08-21 01:39:48.019
doge,btc,0,0,0.0,0,0,0,0.0,2023-08-21 01:39:48.022
