baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
dgb,btc,28,0,0.0,0,28,28,0.0,2023-08-04 07:44:24.016
ltc,btc,300200,0,0.0,0,300200,300200,0.0,2023-08-04 07:44:24.019
zec,usdc.eth,0,0,0.0,0,0,0,0.0,2023-08-04 07:44:21.018
dcr,ltc,15849000,0,0.0,0,15849000,15849000,0.0,2023-08-04 07:44:21.021
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,0.0,2023-08-04 07:44:24.010
doge,btc,0,0,0.0,0,0,0,0.0,2023-08-04 07:44:24.016
zec,btc,125300,0,0.0,0,125300,125300,0.0,2023-08-04 07:44:24.013
dcr,btc,50900,0,0.028282828282828285,920,51100,49000,13465.180051869964,2023-08-04 07:44:20.189
eth,btc,699000,0,0.0,0,699000,699000,0.0,2023-08-04 07:44:21.021
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,0.0,2023-08-04 07:44:21.021
