baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
eth,btc,699000,0,0.0,0,699000,699000,0.0,2023-08-13 01:41:54.027
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,0.0,2023-08-13 01:41:54.027
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,0.0,2023-08-13 01:41:54.024
doge,btc,0,0,0.0,0,0,0,0.0,2023-08-13 01:41:54.027
zec,btc,125300,0,0.0,0,125300,125300,0.0,2023-08-13 01:41:52.018
dcr,btc,50800,0,0.013972055888223553,1040,51500,49600,15238.022071555504,2023-08-13 01:41:50.188
dgb,btc,28,0,0.0,0,28,28,0.0,2023-08-13 01:41:54.027
ltc,btc,300200,0,0.0,0,300200,300200,0.0,2023-08-13 01:41:52.021
zec,usdc.eth,0,0,0.0,0,0,0,0.0,2023-08-13 01:41:54.027
dcr,ltc,15849000,0,0.0,0,15849000,15849000,0.0,2023-08-13 01:41:54.030
