baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
eth,btc,699000,0,0.0,0,699000,699000,0.0,2023-08-03 01:56:19.022
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,0.0,2023-08-03 01:56:19.025
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,0.0,2023-08-03 01:56:18.020
doge,btc,0,0,0.0,0,0,0,0.0,2023-08-03 01:56:18.023
zec,btc,125300,0,0.0,0,125300,125300,0.0,2023-08-03 01:56:16.027
dcr,btc,49200,0,0.004081632653061225,1120,49600,47800,15848.535986191104,2023-08-03 01:56:20.017
dgb,btc,28,0,0.0,0,28,28,0.0,2023-08-03 01:56:18.026
ltc,btc,300200,0,0.0,0,300200,300200,0.0,2023-08-03 01:56:16.030
zec,usdc.eth,0,0,0.0,0,0,0,0.0,2023-08-03 01:56:19.019
dcr,ltc,15849000,0,0.0,0,15849000,15849000,0.0,2023-08-03 01:56:19.022
