baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,0.0,2023-08-27 01:43:48.020
doge,btc,0,0,0.0,0,0,0,0.0,2023-08-27 01:43:48.023
zec,btc,125300,0,0.0,0,125300,125300,0.0,2023-08-27 01:43:44.025
dcr,btc,54200,0,0.08183632734530938,1440,54200,50000,20042.59713886109,2023-08-27 01:43:40.022
eth,btc,699000,0,0.0,0,699000,699000,0.0,2023-08-27 01:43:46.022
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,0.0,2023-08-27 01:43:46.025
dgb,btc,28,0,0.0,0,28,28,0.0,2023-08-27 01:43:48.023
ltc,btc,300200,0,0.0,0,300200,300200,0.0,2023-08-27 01:43:44.022
zec,usdc.eth,0,0,0.0,0,0,0,0.0,2023-08-27 01:43:46.019
dcr,ltc,15849000,0,0.0,0,15849000,15849000,0.0,2023-08-27 01:43:46.022
