baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,0.0,2023-08-24 01:39:59.025
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,0.0,2023-08-24 01:39:54.011
doge,btc,0,0,0.0,0,0,0,0.0,2023-08-24 01:39:54.014
zec,btc,125300,0,0.0,0,125300,125300,0.0,2023-08-24 01:39:52.031
dcr,btc,48200,0,-0.006185567010309278,80,48500,48200,1031.635847323232,2023-08-24 01:39:50.188
eth,btc,699000,0,0.0,0,699000,699000,0.0,2023-08-24 01:39:59.025
dgb,btc,28,0,0.0,0,28,28,0.0,2023-08-24 01:39:54.017
ltc,btc,300200,0,0.0,0,300200,300200,0.0,2023-08-24 01:39:52.031
zec,usdc.eth,0,0,0.0,0,0,0,0.0,2023-08-24 01:39:59.022
dcr,ltc,15849000,0,0.0,0,15849000,15849000,0.0,2023-08-24 01:39:59.025
