side,qty,rate,time
2,160.0,30000,2025-06-17 02:48:03.196
2,480.0,29990,2025-06-01 18:42:47.285
2,200.0,19990,2025-06-01 18:43:08.308
2,200.0,16250,2025-06-04 14:17:32.729
2,200.0,15750,2025-06-04 14:17:04.731
2,200.0,15250,2025-06-04 14:16:46.731
2,200.0,14750,2025-06-04 14:16:04.732
2,40.0,13660,2025-06-20 02:38:47.509
1,40.0,13600,2025-06-19 19:26:58.889
1,40.0,13500,2025-06-19 18:28:19.200
1,40.0,13450,2025-06-20 02:11:32.902
1,40.0,13380,2025-06-20 02:11:34.494
1,1000.0,10000,2025-06-01 18:42:21.355
1,2000.0,2000,2025-06-01 18:42:11.244
1,20000.0,590,2025-06-01 18:41:56.772
