id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2026-03-22 01:30:09,[3],0.088,False,1778,22858,128,9,1.4.0,1064445,0.0430196
dcr.cerebro.host,mainnet,2024-09-09,2026-03-22 01:30:09,[3],0.888,False,27,58,0,3,1.4.0+d190a83b6,1064445,0.0006532785
dcrhive.com,mainnet,2022-06-23,2026-03-22 01:30:09,[3],1,False,232,30892,232,2,1.4.0+d190a83b6,1064445,0.005613356000000001
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2026-03-22 01:30:09,[3],0.9500000000000001,False,97,15192,102,320,1.4.0+d190a83b6,1064445,0.0023469634000000002
decred.stake.fun,mainnet,2021-01-28,2026-03-22 01:30:09,[3],0.5,False,908,34184,198,105,1.4.0,1064445,0.021969514000000002
decredvoting.com,mainnet,2021-02-01,2026-03-18 12:35:55,[3],1,False,71,9503,67,2,1.4.0,1063454,0.0017326370000000002
stakey.net,mainnet,2020-10-22,2026-03-22 01:30:09,[3],1,False,106,36975,285,5,1.4.0,1064445,0.002564723
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2026-03-22 01:30:09,[3],0.6900000000000001,False,440,414744,940,1065,1.4.0+d190a83b6,1875085,0.085954286
teststakepool.decred.org,testnet,2020-06-01,2026-03-22 01:30:09,[3],3,False,0,213770,488,571,1.4.0-pre+5263bfc2e,1875085,0
ultravsp.uk,mainnet,2020-12-01,2026-03-22 01:30:09,[3],0.30000000000000004,False,433,21232,135,4,1.4.0+d190a83b6,1064445,0.010476652000000001
vote.dcr-swiss.ch,mainnet,2023-06-30,2026-03-22 01:30:10,[3],0.18,False,566,33281,215,3,1.4.0+d190a83b6,1064444,0.013693327000000002
vsp.dcr.farm,mainnet,2020-12-09,2026-03-22 01:30:09,[3],0.5,False,347,17796,102,2,1.4.0,1064445,0.008395839
vsp.decredcommunity.org,mainnet,2020-11-05,2026-03-22 01:30:09,[3],0.49,False,663,24367,150,41,1.4.0+d190a83b6,1064445,0.016041616
vsp.stakeminer.com,mainnet,2020-11-09,2026-03-22 01:30:09,[3],1,False,324,37277,245,0,1.4.0+d190a83b6,1064445,0.007839342000000001
vspd.bass.cf,mainnet,2022-05-01,2026-03-22 01:30:09,[3],0.16,False,139,30515,183,80,1.4.0,1064445,0.0033631744
