id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2026-03-28 01:31:57,[3],0.088,False,1838,23196,130,9,1.4.0,1066153,0.044805225000000004
dcr.cerebro.host,mainnet,2024-09-09,2026-03-28 01:31:58,[3],0.888,False,40,62,0,3,1.4.0+d190a83b6,1066153,0.0009750865000000001
dcrhive.com,mainnet,2022-06-23,2026-03-28 01:31:58,[3],1,False,225,30934,232,2,1.4.0+d190a83b6,1066153,0.005484862
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2026-03-28 01:31:57,[3],0.9500000000000001,False,91,15204,102,320,1.4.0+d190a83b6,1066153,0.002218322
decred.stake.fun,mainnet,2021-01-28,2026-03-28 01:31:58,[3],0.5,False,808,34356,198,105,1.4.0,1066153,0.019696748
decredvoting.com,mainnet,2021-02-01,2026-03-18 12:35:55,[3],1,False,71,9503,67,2,1.4.0,1063454,0.0017326370000000002
stakey.net,mainnet,2020-10-22,2026-03-28 01:31:58,[3],1,False,111,37008,285,5,1.4.0,1066153,0.002705865
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2026-03-28 01:31:58,[3],0.6900000000000001,False,440,416559,948,1065,1.4.0+d190a83b6,1879405,0.08622379000000001
teststakepool.decred.org,testnet,2020-06-01,2026-03-28 01:31:58,[3],3,False,0,213770,488,571,1.4.0-pre+5263bfc2e,1879405,0
ultravsp.uk,mainnet,2020-12-01,2026-03-28 01:31:58,[3],0.30000000000000004,False,421,21317,137,4,1.4.0+d190a83b6,1066153,0.0102627855
vote.dcr-swiss.ch,mainnet,2023-06-30,2026-03-28 01:31:58,[3],0.18,False,533,33388,220,3,1.4.0+d190a83b6,1066151,0.012992078
vsp.dcr.farm,mainnet,2020-12-09,2026-03-28 01:31:58,[3],0.5,False,449,17864,102,2,1.4.0,1066153,0.010945346
vsp.decredcommunity.org,mainnet,2020-11-05,2026-03-28 01:31:58,[3],0.49,False,585,24518,151,41,1.4.0+d190a83b6,1066153,0.01426064
vsp.stakeminer.com,mainnet,2020-11-09,2026-03-28 01:31:57,[3],1,False,286,37334,245,0,1.4.0+d190a83b6,1066153,0.006971868700000001
vspd.bass.cf,mainnet,2022-05-01,2026-03-28 01:31:58,[3],0.16,False,136,30541,186,80,1.4.0,1066153,0.0033152942
