id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2026-03-15 01:30:53,[3],0.088,False,1651,22444,128,9,1.4.0,1062442,0.040818848000000005
dcr.cerebro.host,mainnet,2024-09-09,2026-03-15 01:30:53,[3],0.888,False,27,55,0,3,1.4.0+d190a83b6,1062442,0.00066754024
dcrhive.com,mainnet,2022-06-23,2026-03-15 01:30:53,[3],1,False,218,30836,231,2,1.4.0+d190a83b6,1062442,0.005389769
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2026-03-15 01:30:53,[3],0.9500000000000001,False,104,15168,102,320,1.4.0+d190a83b6,1062442,0.0025712661
decred.stake.fun,mainnet,2021-01-28,2026-03-15 01:30:53,[3],0.5,False,935,33952,198,105,1.4.0,1062442,0.02311667
decredvoting.com,mainnet,2021-02-01,2026-03-15 01:30:53,[3],1,False,65,9495,67,2,1.4.0,1062442,0.0016070413000000001
stakey.net,mainnet,2020-10-22,2026-03-15 01:30:53,[3],1,False,98,36955,285,5,1.4.0,1062442,0.0024229240000000003
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2026-03-15 01:30:53,[3],0.6900000000000001,False,436,412616,938,1065,1.4.0+d190a83b6,1870040,0.08532289400000001
teststakepool.decred.org,testnet,2020-06-01,2026-03-15 01:30:53,[3],3,False,0,213770,488,571,1.4.0-pre+5263bfc2e,1870040,0
ultravsp.uk,mainnet,2020-12-01,2026-03-15 01:30:53,[3],0.30000000000000004,False,433,21121,135,4,1.4.0+d190a83b6,1062442,0.010705368
vote.dcr-swiss.ch,mainnet,2023-06-30,2026-03-15 01:30:53,[3],0.18,False,579,33140,214,3,1.4.0+d190a83b6,1062441,0.0143153835
vsp.dcr.farm,mainnet,2020-12-09,2026-03-15 01:30:53,[3],0.5,False,150,17747,102,2,1.4.0,1062442,0.0037085570000000003
vsp.decredcommunity.org,mainnet,2020-11-05,2026-03-15 01:30:53,[3],0.49,False,595,24219,150,41,1.4.0+d190a83b6,1062442,0.014710609000000001
vsp.stakeminer.com,mainnet,2020-11-09,2026-03-15 01:30:53,[3],1,False,389,37192,245,0,1.4.0+d190a83b6,1062442,0.009617524
vspd.bass.cf,mainnet,2022-05-01,2026-03-15 01:30:53,[3],0.16,False,123,30483,183,80,1.4.0,1062442,0.0030410166000000003
