id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2026-03-25 01:33:19,[3],0.088,False,1865,23018,128,9,1.4.0,1065278,0.045341827
dcr.cerebro.host,mainnet,2024-09-09,2026-03-25 01:33:19,[3],0.888,False,32,60,0,3,1.4.0+d190a83b6,1065278,0.0007779831
dcrhive.com,mainnet,2022-06-23,2026-03-25 01:33:19,[3],1,False,233,30910,232,2,1.4.0+d190a83b6,1065278,0.0056646895
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2026-03-25 01:33:19,[3],0.9500000000000001,False,94,15200,102,320,1.4.0+d190a83b6,1065278,0.0022853252
decred.stake.fun,mainnet,2021-01-28,2026-03-25 01:33:19,[3],0.5,False,890,34267,198,105,1.4.0,1065278,0.021637654000000003
decredvoting.com,mainnet,2021-02-01,2026-03-18 12:35:55,[3],1,False,71,9503,67,2,1.4.0,1063454,0.0017326370000000002
stakey.net,mainnet,2020-10-22,2026-03-25 01:33:19,[3],1,False,112,36989,285,5,1.4.0,1065278,0.0027229409
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2026-03-25 01:33:19,[3],0.6900000000000001,False,435,415632,945,1065,1.4.0+d190a83b6,1877243,0.08497754
teststakepool.decred.org,testnet,2020-06-01,2026-03-25 01:33:19,[3],3,False,0,213770,488,571,1.4.0-pre+5263bfc2e,1877243,0
ultravsp.uk,mainnet,2020-12-01,2026-03-25 01:33:19,[3],0.30000000000000004,False,424,21278,135,4,1.4.0+d190a83b6,1065278,0.010308276
vote.dcr-swiss.ch,mainnet,2023-06-30,2026-03-25 01:33:19,[3],0.18,False,550,33336,217,3,1.4.0+d190a83b6,1065277,0.013369959
vsp.dcr.farm,mainnet,2020-12-09,2026-03-25 01:33:19,[3],0.5,False,400,17826,102,2,1.4.0,1065278,0.009724788
vsp.decredcommunity.org,mainnet,2020-11-05,2026-03-25 01:33:19,[3],0.49,False,634,24442,151,41,1.4.0+d190a83b6,1065278,0.01541379
vsp.stakeminer.com,mainnet,2020-11-09,2026-03-25 01:33:19,[3],1,False,309,37305,245,0,1.4.0+d190a83b6,1065278,0.007512399
vspd.bass.cf,mainnet,2022-05-01,2026-03-25 01:33:19,[3],0.16,False,144,30527,184,80,1.4.0,1065278,0.0035009237
