id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,vspdversion,blockheight,estimatednetworkproportion
123.dcr.rocks,mainnet,2021-04-28,2023-03-07 02:23:16,[3],0.49,False,486,19870,124,1.1.0,743960,0.011890781000000001
big.decred.energy,mainnet,2022-05-01,2023-03-07 02:23:16,[3],0.49,False,273,1936,4,1.1.1,743960,0.006679389
dcrhive.com,mainnet,2022-06-23,2023-03-07 02:23:15,[3],0.1,False,996,1826,4,1.1.1,743960,0.024368761000000003
dcrpool.ibitlin.com,mainnet,2021-01-13,2023-02-28 09:15:57,[3],1,False,4,1198,9,1.1.0-pre,742057,9.913996e-05
dcrvsp.dittrex.com,mainnet,2021-04-07,2023-03-07 02:23:16,[3],5,False,8,501,2,1.2.0-pre,743960,0.00019573302
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2023-03-07 02:23:16,[3],0.9500000000000001,False,178,7794,46,1.1.1,743960,0.0043550595
decredvoting.com,mainnet,2021-02-01,2023-03-07 02:23:16,[3],1,False,157,3541,25,1.1.1,743960,0.0038412604
stakey.net,mainnet,2020-10-22,2023-03-07 02:23:15,[3],1,False,288,26760,195,1.1.1,743960,0.007046389
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2023-03-07 02:23:15,[3],0.6900000000000001,False,246,1278,0,1.2.0-pre+824c41c2a,1095189,0.048112653000000005
teststakepool.decred.org,testnet,2020-06-01,2023-03-07 02:23:16,[3],3,False,0,213765,1032,1.1.1,1085710,0
ultravsp.uk,mainnet,2020-12-01,2023-03-07 02:23:16,[3],0.30000000000000004,False,522,9473,42,1.1.1,743960,0.012771579000000002
vsp.coinmine.pl,mainnet,2021-01-28,2023-03-07 02:23:16,[3],0.5,False,234,27261,169,1.1.1,743960,0.005725191
vsp.dcr.farm,mainnet,2020-12-09,2023-03-07 02:23:15,[3],0.9500000000000001,False,119,6156,37,1.1.0,743960,0.0029115286000000002
vsp.decredcommunity.org,mainnet,2020-11-05,2023-03-07 02:23:16,[3],0.49,False,663,6758,21,1.1.1,743960,0.016221374
vsp.stakeminer.com,mainnet,2020-11-09,2023-03-07 02:23:16,[3],1,False,744,22735,124,1.1.1,743960,0.018203171
vspd.99split.com,mainnet,2020-11-17,2023-03-07 02:23:16,[3],0.30000000000000004,False,1998,15307,64,1.1.1,743960,0.04888432
vspd.bass.cf,mainnet,2022-05-01,2023-03-07 02:23:16,[3],0.2,False,817,6029,51,1.1.1,743960,0.019989235
vspd.decredbrasil.com,mainnet,2020-11-22,2023-03-07 02:23:16,[3],5,False,76,2052,15,1.1.1,743960,0.0018594636
