id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,vspdversion,blockheight,estimatednetworkproportion
123.dcr.rocks,mainnet,2021-04-28,2023-03-09 02:19:27,[3],0.49,False,480,19912,127,1.1.0,744553,0.0116964765
big.decred.energy,mainnet,2022-05-01,2023-03-09 02:19:27,[3],0.49,False,261,1961,4,1.1.1,744553,0.006359959
dcrhive.com,mainnet,2022-06-23,2023-03-09 02:19:27,[3],0.1,False,972,1904,4,1.1.1,744553,0.023685364
dcrpool.ibitlin.com,mainnet,2021-01-13,2023-02-28 09:15:58,[3],1,False,4,1198,9,1.1.0-pre,742057,9.913996e-05
dcrvsp.dittrex.com,mainnet,2021-04-07,2023-03-09 02:19:28,[3],5,False,7,502,2,1.2.0-pre,744553,0.00017057362
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2023-03-09 02:19:27,[3],0.9500000000000001,False,164,7808,46,1.1.1,744553,0.0039962963
decredvoting.com,mainnet,2021-02-01,2023-03-09 02:19:28,[3],1,False,149,3556,25,1.1.1,744553,0.0036307813
stakey.net,mainnet,2020-10-22,2023-03-09 02:19:27,[3],1,False,288,26779,196,1.1.1,744553,0.007017886
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2023-03-09 02:19:27,[3],0.6900000000000001,False,246,1641,1,1.2.0-pre+824c41c2a,1096640,0.048028115
teststakepool.decred.org,testnet,2020-06-01,2023-03-09 02:19:27,[3],3,False,0,213765,1032,1.1.1,1085710,0
ultravsp.uk,mainnet,2020-12-01,2023-03-09 02:19:27,[3],0.30000000000000004,False,524,9514,43,1.1.1,744553,0.012768653000000001
vsp.coinmine.pl,mainnet,2021-01-28,2023-03-09 02:19:27,[3],0.5,False,244,27281,169,1.1.1,744553,0.005945709
vsp.dcr.farm,mainnet,2020-12-09,2023-03-09 02:19:27,[3],0.9500000000000001,False,117,6167,37,1.1.0,744553,0.0028510161
vsp.decredcommunity.org,mainnet,2020-11-05,2023-03-09 02:19:27,[3],0.49,False,648,6802,21,1.1.1,744553,0.015790243000000002
vsp.stakeminer.com,mainnet,2020-11-09,2023-03-09 02:19:28,[3],1,False,752,22795,124,1.1.1,744553,0.01832448
vspd.99split.com,mainnet,2020-11-17,2023-03-09 02:19:28,[3],0.30000000000000004,False,1951,15430,64,1.1.1,744553,0.047541299999999995
vspd.bass.cf,mainnet,2022-05-01,2023-03-09 02:19:28,[3],0.2,False,818,6079,51,1.1.1,744553,0.019932745
vspd.decredbrasil.com,mainnet,2020-11-22,2023-03-09 02:19:27,[3],5,False,77,2056,15,1.1.1,744553,0.0018763097
