side,qty,rate,time
2,0.4,717940,2023-05-28 00:58:31.385
2,0.4,715210,2023-05-28 00:58:30.807
2,0.4,713850,2023-05-28 01:35:50.881
2,0.4,712480,2023-05-28 01:35:50.547
1,0.4,652430,2023-05-28 01:35:51.111
1,0.4,651060,2023-05-28 01:35:51.360
1,0.4,649700,2023-05-28 01:35:51.617
1,0.4,648330,2023-05-28 01:35:51.835
1,0.4,646970,2023-05-28 01:35:52.071
1,0.4,645600,2023-05-28 01:35:52.320
1,0.4,644240,2023-05-28 01:35:52.576
