side,qty,rate,time
2,0.1,101105770,2025-01-14 02:00:51.945
2,0.1,101007360,2025-01-14 02:00:51.616
2,0.1,100908950,2025-01-14 02:00:51.306
2,0.1,100810540,2025-01-14 02:00:51.010
2,0.1,100712120,2025-01-14 02:00:50.737
2,0.1,100613710,2025-01-14 02:00:50.426
2,0.1,100515300,2025-01-14 02:00:50.124
2,0.1,100416890,2025-01-14 02:00:49.829
1,0.1,96407690,2025-01-14 02:00:47.172
1,0.1,96309280,2025-01-14 02:00:47.524
1,0.1,96210870,2025-01-14 02:00:47.815
1,0.1,96112460,2025-01-14 02:00:48.151
1,0.1,96014040,2025-01-14 02:00:48.448
1,0.1,95915630,2025-01-14 02:00:48.713
1,0.1,95817220,2025-01-14 02:00:48.994
1,0.1,95718810,2025-01-14 02:00:49.285
