side,qty,rate,time
2,0.4,121644560,2025-01-16 02:08:32.954
2,0.4,120475270,2025-01-16 02:08:32.648
2,0.1,120015280,2025-01-16 02:08:07.150
2,0.1,119898450,2025-01-16 02:08:06.900
2,0.1,119781630,2025-01-16 02:08:06.649
2,0.1,119664810,2025-01-16 02:08:06.306
2,0.1,119547990,2025-01-16 02:08:06.023
2,0.1,119431160,2025-01-16 02:08:05.779
2,0.1,119314340,2025-01-16 02:08:05.512
2,0.4,119305980,2025-01-16 02:08:32.368
2,0.1,119197520,2025-01-16 02:08:05.239
2,0.4,118136690,2025-01-16 02:08:32.008
1,0.4,115721690,2025-01-16 02:08:30.896
1,0.4,114552400,2025-01-16 02:08:31.179
1,0.1,114448120,2025-01-16 02:08:02.183
1,0.1,114331300,2025-01-16 02:08:02.585
1,0.1,114214480,2025-01-16 02:08:02.867
1,0.1,114097650,2025-01-16 02:08:03.169
1,0.1,113980830,2025-01-16 02:08:03.563
1,0.1,113864010,2025-01-16 02:08:03.925
1,0.1,113747190,2025-01-16 02:08:04.282
1,0.1,113630360,2025-01-16 02:08:04.592
1,0.4,113383110,2025-01-16 02:08:31.433
1,0.4,112213820,2025-01-16 02:08:31.682
