side,qty,rate,time
2,40.0,1000000,2023-05-24 08:38:39.439
2,160.0,195000,2023-05-10 14:10:52.704
2,120.0,150000,2023-03-19 02:37:30.099
2,40.0,130000,2023-05-24 08:40:01.899
2,40.0,90000,2023-04-24 02:53:59.445
2,80.0,73500,2023-05-26 20:14:17.850
2,40.0,70000,2023-04-25 20:05:54.023
2,160.0,68500,2023-05-14 16:27:29.451
2,120.0,68000,2023-05-13 08:42:51.159
2,80.0,67400,2023-05-26 20:14:07.850
2,320.0,65700,2023-05-29 02:03:33.582
2,200.0,64200,2023-05-29 02:03:33.105
2,80.0,63600,2023-05-29 02:03:32.614
2,40.0,62700,2023-05-29 02:03:32.121
2,40.0,62400,2023-05-29 01:33:11.954
2,40.0,62200,2023-05-29 01:33:11.691
2,80.0,62000,2023-05-24 21:43:50.801
2,40.0,61900,2023-05-29 01:33:11.456
2,40.0,61800,2023-05-29 02:03:31.616
2,40.0,61700,2023-05-28 23:36:41.270
2,40.0,61600,2023-05-29 02:03:31.104
2,40.0,61400,2023-05-29 01:33:11.225
2,40.0,61200,2023-05-29 01:33:10.986
2,40.0,61000,2023-05-29 01:46:50.462
2,80.0,60400,2023-05-29 01:19:15.636
2,80.0,60200,2023-05-29 01:19:37.434
1,200.0,60000,2023-05-28 10:28:51.924
1,40.0,58600,2023-05-29 02:06:01.229
1,40.0,58300,2023-05-29 02:06:00.624
1,40.0,58300,2023-05-29 01:33:12.487
1,40.0,58100,2023-05-29 01:33:12.703
1,40.0,57800,2023-05-29 01:33:12.918
1,40.0,57600,2023-05-29 01:33:13.129
1,40.0,56800,2023-05-29 02:03:34.388
1,40.0,55600,2023-05-29 02:03:34.803
1,400.0,54500,2023-05-11 22:23:11.243
1,400.0,50000,2023-05-10 20:58:05.790
1,400.0,40000,2023-04-24 16:15:11.552
1,400.0,30000,2023-04-24 16:14:34.741
1,400.0,20000,2023-04-24 16:14:13.680
1,400.0,10000,2023-04-24 16:13:50.281
1,40000.0,100,2023-04-24 16:13:21.938
