side,qty,rate,time
2,10.0,12927820,2025-03-23 01:44:57.024
2,10.0,12867760,2025-03-23 01:44:55.901
2,10.0,12807690,2025-03-23 01:44:54.955
2,10.0,12747630,2025-03-23 01:44:53.545
2,10.0,12687570,2025-03-23 01:44:52.893
2,10.0,12627510,2025-03-23 01:44:52.077
2,15.0,12567750,2025-03-15 02:38:18.642
2,15.0,12452580,2025-03-15 02:38:18.352
2,250.0,12384540,2025-03-23 02:11:33.162
2,15.0,12337410,2025-03-15 02:38:17.994
2,0.7,12222240,2025-03-15 02:38:17.679
1,300.0,11663100,2025-03-23 02:11:32.609
1,15.0,10926480,2025-03-15 02:38:15.831
1,15.0,10811320,2025-03-15 02:38:16.125
1,15.0,10696150,2025-03-15 02:38:16.497
1,15.0,10580980,2025-03-15 02:38:16.756
1,15.0,10465810,2025-03-15 02:38:17.084
