side,qty,rate,time
2,1.08,65893710,2024-09-13 01:57:04.937
2,1.08,65517660,2024-09-13 01:57:04.691
2,1.08,65141610,2024-09-13 01:57:04.447
2,1.08,64765570,2024-09-13 01:57:04.154
2,0.3,64623210,2024-09-13 00:16:03.957
2,1.66,64426340,2024-09-13 01:57:33.658
2,1.08,64389520,2024-09-13 01:57:03.908
2,0.3,64310220,2024-09-13 00:16:03.595
2,1.66,64112780,2024-09-13 01:57:33.407
2,1.08,64013470,2024-09-13 01:57:03.671
2,0.3,63997230,2024-09-13 00:16:03.294
2,1.66,63799230,2024-09-13 01:57:33.141
2,0.3,63684240,2024-09-13 00:16:02.909
2,0.3,63371250,2024-09-13 00:16:02.618
1,0.3,61824130,2024-09-13 00:16:00.800
1,1.66,61621810,2024-09-13 01:57:32.257
1,0.3,61511140,2024-09-13 00:16:01.103
1,1.08,61335770,2024-09-13 01:57:01.941
1,1.66,61308260,2024-09-13 01:57:32.513
1,0.3,61198150,2024-09-13 00:16:01.387
1,1.66,60994700,2024-09-13 01:57:32.771
1,1.08,60959720,2024-09-13 01:57:02.176
1,0.3,60885160,2024-09-13 00:16:01.754
1,1.08,60583670,2024-09-13 01:57:02.420
1,0.3,60572170,2024-09-13 00:16:02.135
1,1.08,60207630,2024-09-13 01:57:02.666
1,1.08,59831580,2024-09-13 01:57:02.897
1,1.08,59455530,2024-09-13 01:57:03.135
