side,qty,rate,time
2,1.08,68565760,2024-09-24 01:50:16.857
2,0.3,68351400,2024-09-24 00:41:49.010
2,1.08,68299720,2024-09-24 01:50:17.488
2,1.08,68033680,2024-09-24 01:50:17.798
2,0.3,67978510,2024-09-24 01:27:01.685
2,1.08,67767640,2024-09-24 01:50:17.165
2,0.3,67646400,2024-09-24 01:27:01.235
2,1.08,67501600,2024-09-24 01:50:16.556
2,0.3,67337400,2024-09-24 01:25:16.304
2,0.5,67337400,2024-09-24 01:25:16.001
2,0.3,67314290,2024-09-24 01:27:00.934
2,0.3,66982180,2024-09-24 01:27:00.653
1,0.3,65650280,2024-09-24 02:13:31.586
1,1.08,65384990,2024-09-24 02:10:33.697
1,0.3,65318690,2024-09-24 02:13:31.821
1,1.08,65119150,2024-09-24 02:10:34.357
1,0.3,64987090,2024-09-24 02:13:32.069
1,1.08,64853310,2024-09-24 02:10:34.986
1,0.3,64655500,2024-09-24 02:13:32.341
1,1.08,64587480,2024-09-24 02:10:34.686
1,0.3,64323900,2024-09-24 02:13:32.613
1,1.08,64321640,2024-09-24 02:10:34.047
