side,qty,rate,time
2,0.3,71218790,2024-09-23 02:02:19.419
2,1.08,71073140,2024-09-23 02:02:49.523
2,0.3,70873820,2024-09-23 02:02:19.021
2,1.08,70797190,2024-09-23 02:02:50.390
2,0.3,70528840,2024-09-23 02:02:18.634
2,1.08,70521240,2024-09-23 02:02:50.783
2,1.08,70245290,2024-09-23 02:02:49.950
2,0.3,70183870,2024-09-23 02:02:18.257
2,1.08,69969340,2024-09-23 02:02:49.087
2,0.3,69838890,2024-09-23 02:02:17.848
2,0.3,69783900,2024-09-23 01:58:30.879
2,0.5,69783900,2024-09-23 01:58:30.450
1,0.5,68171530,2024-09-23 02:12:30.534
1,0.3,68150830,2024-09-23 02:02:15.905
1,0.5,68131880,2024-09-23 02:01:00.649
1,1.08,68005880,2024-09-23 02:02:47.362
1,0.3,67805850,2024-09-23 02:02:16.305
1,1.08,67729930,2024-09-23 02:02:47.850
1,0.3,67460880,2024-09-23 02:02:16.682
1,1.08,67453980,2024-09-23 02:02:48.619
1,1.08,67178030,2024-09-23 02:02:48.281
1,0.3,67115900,2024-09-23 02:02:16.991
1,1.08,66902080,2024-09-23 02:02:47.611
1,0.3,66770930,2024-09-23 02:02:17.375
