id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2024-10-27 02:18:14,[3],0.30000000000000004,False,251,7265,4,50,3,1.2.0,917103,0.0061444310000000005
dcrhive.com,mainnet,2022-06-23,2024-10-27 02:18:14,[3],0.01,False,875,26542,168,167,1,1.3.2+bec2d12a0,917103,0.021419829
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2024-10-27 02:18:14,[3],0.9500000000000001,False,330,13138,405,85,320,1.3.2+bec2d12a0,917103,0.008078336
decred.stake.fun,mainnet,2021-01-28,2024-10-27 02:18:14,[3],0.5,False,98,30504,185,183,2,1.3.1,917103,0.0023990208000000002
decredvoting.com,mainnet,2021-02-01,2024-10-27 02:18:14,[3],1,False,92,6065,42,41,1,1.3.2,917103,0.002252142
stakey.net,mainnet,2020-10-22,2024-10-27 02:18:14,[3],1,False,245,32676,251,251,0,1.3.2+f79363a87,917103,0.005997552000000001
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2024-06-28 09:55:07,[3],0.6900000000000001,False,379,139081,1155,340,815,1.3.0+43d3210dc,1417173,0.07387914500000001
teststakepool.decred.org,testnet,2020-06-01,2024-10-27 02:18:14,[3],3,False,0,213770,1059,0,0,1.3.0-pre+de79ce74b,1497781,0
ultravsp.uk,mainnet,2020-12-01,2024-10-27 02:18:14,[3],0.30000000000000004,False,295,16298,90,89,1,1.4.0-pre+015cf707b,917103,0.007221542300000001
vote.dcr-swiss.ch,mainnet,2023-06-30,2024-10-27 02:18:14,[3],0.14,False,1490,11709,55,54,1,1.3.2+bec2d12a0,917103,0.03647491
vsp.dcr.farm,mainnet,2020-12-09,2024-10-27 02:18:14,[3],1,False,41,8750,57,55,2,1.3.2,917103,0.0010036720000000002
vsp.decredcommunity.org,mainnet,2020-11-05,2024-10-27 02:18:14,[3],0.49,False,560,15986,102,101,1,1.3.2+bec2d12a0,917103,0.01370869
vsp.stakeminer.com,mainnet,2020-11-09,2024-10-27 02:18:14,[3],1,False,268,32671,200,200,0,1.3.2+81acb861c,917103,0.0065605873
vspd.99split.com,mainnet,2020-11-17,2024-10-27 02:18:14,[3],0.099,False,393,29182,188,187,1,1.3.2,917103,0.009620563
vspd.bass.cf,mainnet,2022-05-01,2024-10-27 02:18:15,[3],0.2,False,230,23750,197,0,0,1.2.0,917103,0.005630355
vspd.decredbrasil.com,mainnet,2020-11-22,2024-10-27 02:18:14,[3],5,False,5,3008,23,23,0,1.3.2,917103,0.00012239903
