id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2024-10-26 02:07:28,[3],0.30000000000000004,False,256,7258,4,50,3,1.2.0,916797,0.0062525950000000005
dcrhive.com,mainnet,2022-06-23,2024-10-26 02:07:28,[3],0.01,False,880,26515,167,166,1,1.3.2+bec2d12a0,916797,0.021493295000000003
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2024-10-26 02:07:28,[3],0.9500000000000001,False,339,13129,405,85,320,1.3.2+bec2d12a0,916796,0.008278793000000001
decred.stake.fun,mainnet,2021-01-28,2024-10-26 02:07:28,[3],0.5,False,100,30502,185,183,2,1.3.1,916796,0.0024421217
decredvoting.com,mainnet,2021-02-01,2024-10-26 02:07:28,[3],1,False,93,6062,42,41,1,1.3.2,916796,0.0022711733
stakey.net,mainnet,2020-10-22,2024-10-26 02:07:28,[3],1,False,247,32664,251,251,0,1.3.2+f79363a87,916797,0.0060327775
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2024-06-28 09:55:07,[3],0.6900000000000001,False,379,139081,1155,340,815,1.3.0+43d3210dc,1417173,0.07387914500000001
teststakepool.decred.org,testnet,2020-06-01,2024-10-26 02:07:28,[3],3,False,0,213770,1059,0,0,1.3.0-pre+de79ce74b,1497781,0
ultravsp.uk,mainnet,2020-12-01,2024-10-26 02:07:28,[3],0.30000000000000004,False,291,16290,90,89,1,1.4.0-pre+015cf707b,916796,0.007106574300000001
vote.dcr-swiss.ch,mainnet,2023-06-30,2024-10-26 02:07:28,[3],0.14,False,1503,11653,55,54,1,1.3.2+bec2d12a0,916796,0.036705088000000004
vsp.dcr.farm,mainnet,2020-12-09,2024-10-26 02:07:28,[3],1,False,44,8747,57,55,2,1.3.2,916796,0.0010745336000000001
vsp.decredcommunity.org,mainnet,2020-11-05,2024-10-26 02:07:28,[3],0.49,False,550,15964,101,101,0,1.3.2+bec2d12a0,916797,0.013433309000000001
vsp.stakeminer.com,mainnet,2020-11-09,2024-10-26 02:07:28,[3],1,False,274,32664,200,200,0,1.3.2+81acb861c,916796,0.0066914135
vspd.99split.com,mainnet,2020-11-17,2024-10-26 02:07:28,[3],0.099,False,386,29166,188,187,1,1.3.2,916796,0.00942659
vspd.bass.cf,mainnet,2022-05-01,2024-10-26 02:07:28,[3],0.2,False,241,23737,196,0,0,1.2.0,916796,0.0058855135
vspd.decredbrasil.com,mainnet,2020-11-22,2024-10-26 02:07:28,[3],5,False,5,3008,23,23,0,1.3.2,916796,0.00012210608
