id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2024-10-15 02:11:47,[3],0.30000000000000004,False,259,7180,4,50,3,1.2.0,913562,0.0063851294
dcrhive.com,mainnet,2022-06-23,2024-10-15 02:11:46,[3],0.15,False,864,26157,167,166,1,1.3.2+bec2d12a0,913562,0.0213002
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2024-10-15 02:11:47,[3],0.9500000000000001,False,505,12946,405,85,320,1.3.2+bec2d12a0,913562,0.012449769000000001
decred.stake.fun,mainnet,2021-01-28,2024-10-15 02:11:46,[3],0.5,False,134,30445,185,183,2,1.3.1,913562,0.0033035032000000002
decredvoting.com,mainnet,2021-02-01,2024-10-15 02:11:47,[3],1,False,104,6023,42,41,1,1.3.2,913562,0.002563913
stakey.net,mainnet,2020-10-22,2024-10-15 02:11:46,[3],1,False,190,32581,251,251,0,1.3.2+f79363a87,913562,0.0046840715
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2024-06-28 09:55:07,[3],0.6900000000000001,False,379,139081,1155,340,815,1.3.0+43d3210dc,1417173,0.07387914500000001
teststakepool.decred.org,testnet,2020-06-01,2024-10-15 02:11:47,[3],3,False,0,213770,1059,0,0,1.3.0-pre+de79ce74b,1497781,0
ultravsp.uk,mainnet,2020-12-01,2024-10-15 02:11:46,[3],0.30000000000000004,False,310,16170,90,89,1,1.4.0-pre+015cf707b,913562,0.0076424326
vote.dcr-swiss.ch,mainnet,2023-06-30,2024-10-15 02:11:46,[3],0.14,False,1460,11046,54,53,1,1.3.2+bec2d12a0,913562,0.035993394000000005
vsp.dcr.farm,mainnet,2020-12-09,2024-10-15 02:11:46,[3],1,False,50,8734,57,55,2,1.3.2,913562,0.0012326505
vsp.decredcommunity.org,mainnet,2020-11-05,2024-10-15 02:11:46,[3],0.49,False,377,15777,101,101,0,1.3.2+bec2d12a0,913562,0.009294184
vsp.stakeminer.com,mainnet,2020-11-09,2024-10-15 02:11:47,[3],1,False,235,32567,199,199,0,1.3.2+81acb861c,913562,0.005793457
vspd.99split.com,mainnet,2020-11-17,2024-10-15 02:11:47,[3],0.099,False,340,29003,188,187,1,1.3.2,913562,0.008382023
vspd.bass.cf,mainnet,2022-05-01,2024-10-15 02:11:47,[3],0.2,False,302,23639,193,0,0,1.2.0,913562,0.0074452087
vspd.decredbrasil.com,mainnet,2020-11-22,2024-10-15 02:11:47,[3],5,False,5,3006,23,23,0,1.3.2,913562,0.00012326503999999998
