id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2024-10-09 02:10:42,[3],0.30000000000000004,False,269,7132,1,50,3,1.2.0,911823,0.0065752487
dcrhive.com,mainnet,2022-06-23,2024-10-09 02:10:41,[3],0.15,False,887,25982,166,165,1,1.3.2+bec2d12a0,911823,0.02168121
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2024-10-09 02:10:42,[3],0.9500000000000001,False,579,12832,405,85,320,1.3.2+bec2d12a0,911823,0.014152673000000001
decred.stake.fun,mainnet,2021-01-28,2024-10-09 02:10:41,[3],0.5,False,115,30422,185,183,2,1.3.1,911822,0.0028106365
decredvoting.com,mainnet,2021-02-01,2024-10-09 02:10:42,[3],1,False,93,6014,41,40,1,1.3.2,911823,0.0022732273
stakey.net,mainnet,2020-10-22,2024-10-09 02:10:41,[3],1,False,212,32545,251,251,0,1.3.2+f79363a87,911823,0.0051819803
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2024-06-28 09:55:07,[3],0.6900000000000001,False,379,139081,1155,340,815,1.3.0+43d3210dc,1417173,0.07387914500000001
teststakepool.decred.org,testnet,2020-06-01,2024-10-09 02:10:41,[3],3,False,0,213770,1059,0,0,1.3.0-pre+de79ce74b,1494213,0
ultravsp.uk,mainnet,2020-12-01,2024-10-09 02:10:41,[3],0.30000000000000004,False,319,16098,90,89,1,1.4.0-pre+015cf707b,911823,0.007797414000000001
vote.dcr-swiss.ch,mainnet,2023-06-30,2024-10-09 02:10:41,[3],0.14,False,1528,10744,54,53,1,1.3.2+bec2d12a0,911822,0.037344802
vsp.dcr.farm,mainnet,2020-12-09,2024-10-09 02:10:41,[3],1,False,50,8726,57,55,2,1.3.2,911823,0.0012221652
vsp.decredcommunity.org,mainnet,2020-11-05,2024-10-09 02:10:41,[3],0.49,False,284,15724,101,101,0,1.3.2+bec2d12a0,911822,0.00694105
vsp.stakeminer.com,mainnet,2020-11-09,2024-10-09 02:10:42,[3],1,False,241,32518,199,199,0,1.3.2+81acb861c,911823,0.005890836
vspd.99split.com,mainnet,2020-11-17,2024-10-09 02:10:42,[3],0.099,False,329,28938,188,187,1,1.3.2,911823,0.008041847000000001
vspd.bass.cf,mainnet,2022-05-01,2024-10-09 02:10:42,[3],0.2,False,355,23554,192,0,0,1.2.0,911823,0.008677373
vspd.decredbrasil.com,mainnet,2020-11-22,2024-10-09 02:10:42,[3],5,False,8,3002,23,23,0,1.3.2,911823,0.00019554641999999998
