id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2024-10-21 02:12:40,[3],0.30000000000000004,False,260,7225,4,50,3,1.2.0,915294,0.0063140513
dcrhive.com,mainnet,2022-06-23,2024-10-21 02:12:40,[3],0.01,False,904,26355,167,166,1,1.3.2+bec2d12a0,915294,0.021953471000000002
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2024-10-21 02:12:40,[3],0.9500000000000001,False,414,13053,405,85,320,1.3.2+bec2d12a0,915294,0.010053912
decred.stake.fun,mainnet,2021-01-28,2024-10-18 09:35:35,[3],0.5,False,130,30466,185,183,2,1.3.1,914516,0.0031717373
decredvoting.com,mainnet,2021-02-01,2024-10-21 02:12:40,[3],1,False,105,6041,42,41,1,1.3.2,915294,0.0025499053
stakey.net,mainnet,2020-10-22,2024-10-21 02:12:39,[3],1,False,209,32622,251,251,0,1.3.2+f79363a87,915294,0.005075526
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2024-06-28 09:55:07,[3],0.6900000000000001,False,379,139081,1155,340,815,1.3.0+43d3210dc,1417173,0.07387914500000001
teststakepool.decred.org,testnet,2020-06-01,2024-10-21 02:12:40,[3],3,False,0,213770,1059,0,0,1.3.0-pre+de79ce74b,1497781,0
ultravsp.uk,mainnet,2020-12-01,2024-10-21 02:12:40,[3],0.30000000000000004,False,314,16229,90,89,1,1.4.0-pre+015cf707b,915294,0.0076254313
vote.dcr-swiss.ch,mainnet,2023-06-30,2024-10-21 02:12:40,[3],0.14,False,1600,11362,55,54,1,1.3.2+bec2d12a0,915294,0.038855698
vsp.dcr.farm,mainnet,2020-12-09,2024-10-21 02:12:40,[3],1,False,46,8742,57,55,2,1.3.2,915294,0.0011171014
vsp.decredcommunity.org,mainnet,2020-11-05,2024-10-21 02:12:40,[3],0.49,False,481,15878,101,101,0,1.3.2+bec2d12a0,915294,0.011680995000000001
vsp.stakeminer.com,mainnet,2020-11-09,2024-10-21 02:12:40,[3],1,False,265,32618,199,199,0,1.3.2+81acb861c,915294,0.0064354753
vspd.99split.com,mainnet,2020-11-17,2024-10-21 02:12:40,[3],0.099,False,408,29083,188,187,1,1.3.2,915294,0.009908203
vspd.bass.cf,mainnet,2022-05-01,2024-10-21 02:12:40,[3],0.2,False,269,23693,194,0,0,1.2.0,915294,0.0065326146
vspd.decredbrasil.com,mainnet,2020-11-22,2024-10-21 02:12:40,[3],5,False,5,3008,23,23,0,1.3.2,915294,0.00012142406
