id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,vspdversion,blockheight,estimatednetworkproportion
123.dcr.rocks,mainnet,2021-04-28,2023-07-07 02:21:51,[3],0.49,False,365,21485,160,1.2.0+86c25ac5d,778997,0.008700419000000001
big.decred.energy,mainnet,2022-05-01,2023-07-07 02:21:51,[3],0.49,False,265,2963,14,1.2.0,778995,0.0063153883000000004
dcrhive.com,mainnet,2022-06-23,2023-07-07 02:21:51,[3],0.1,False,1881,6611,17,1.2.1+ee0a6fa5b,778995,0.04482734
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2023-07-07 02:21:51,[3],0.9500000000000001,False,175,9001,52,1.2.0+86c25ac5d,778995,0.0041705393000000006
decredvoting.com,mainnet,2021-02-01,2023-07-07 02:21:52,[3],1,False,152,4083,27,1.2.0,778995,0.0036224113
stakey.net,mainnet,2020-10-22,2023-07-07 02:21:51,[3],1,False,492,28125,204,1.2.0+9b98f1ad2,778995,0.011725173
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2023-07-07 02:21:51,[3],0.6900000000000001,False,222,16440,204,1.2.0+86c25ac5d,1165738,0.04361493
teststakepool.decred.org,testnet,2020-06-01,2023-07-07 02:21:51,[3],3,False,0,213765,1032,1.3.0-pre+de79ce74b,1165738,0
ultravsp.uk,mainnet,2020-12-01,2023-07-07 02:21:51,[3],0.30000000000000004,False,457,11344,59,1.2.1+ee0a6fa5b,778995,0.010891066000000001
vsp.coinmine.pl,mainnet,2021-01-28,2023-07-07 02:21:51,[3],0.5,False,207,28054,172,1.2.0-pre+a06a62bfd,778997,0.0049342103
vsp.dcr.farm,mainnet,2020-12-09,2023-07-07 02:21:51,[3],0.9500000000000001,False,110,6617,41,1.2.0,778997,0.0026220442
vsp.decredcommunity.org,mainnet,2020-11-05,2023-07-07 02:21:51,[3],0.49,False,499,8717,36,1.2.1+ee0a6fa5b,778997,0.011894546
vsp.stakeminer.com,mainnet,2020-11-09,2023-07-07 02:21:52,[3],1,False,427,25223,148,1.2.0+1c02ba8b9,778995,0.010176116
vspd.99split.com,mainnet,2020-11-17,2023-07-07 02:21:51,[3],0.30000000000000004,False,981,22839,104,1.2.1+ee0a6fa5b,778995,0.02337885
vspd.bass.cf,mainnet,2022-05-01,2023-07-07 02:21:52,[3],0.2,False,582,9234,89,1.2.0,778995,0.013870022000000001
vspd.decredbrasil.com,mainnet,2020-11-22,2023-07-07 02:21:51,[3],5,False,93,2365,18,1.2.1+ee0a6fa5b,778997,0.0022168192
