id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,vspdversion,blockheight,estimatednetworkproportion
123.dcr.rocks,mainnet,2021-04-28,2023-07-29 01:52:38,[3],0.49,False,355,21715,162,1.2.0+86c25ac5d,785332,0.0086442
big.decred.energy,mainnet,2022-05-01,2023-07-29 01:52:38,[3],0.49,False,224,3131,18,1.2.0,785331,0.0054537044
dcrhive.com,mainnet,2022-06-23,2023-07-29 01:52:38,[3],0.1,False,1833,8016,23,1.2.1+ee0a6fa5b,785332,0.04463329
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2023-07-29 01:52:38,[3],0.9500000000000001,False,195,9154,52,1.2.0+86c25ac5d,785332,0.0047482224
decredvoting.com,mainnet,2021-02-01,2023-07-29 01:52:39,[3],1,False,108,4195,27,1.2.0,785332,0.0026297846000000002
stakey.net,mainnet,2020-10-22,2023-07-29 01:52:38,[3],1,False,365,28442,205,1.2.1+dc5819e2d,785332,0.008887699
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2023-07-29 01:52:38,[3],0.6900000000000001,False,388,20788,215,1.2.0+86c25ac5d,1178828,0.075914696
teststakepool.decred.org,testnet,2020-06-01,2023-07-29 01:52:38,[3],3,False,0,213765,1032,1.3.0-pre+de79ce74b,1178828,0
ultravsp.uk,mainnet,2020-12-01,2023-07-29 01:52:38,[3],0.30000000000000004,False,271,11622,61,1.2.1+ee0a6fa5b,785332,0.006598811600000001
vsp.coinmine.pl,mainnet,2021-01-28,2023-07-29 01:52:38,[3],0.5,False,195,28206,172,1.2.0-pre+a06a62bfd,785332,0.0047482224
vsp.dcr.farm,mainnet,2020-12-09,2023-07-29 01:52:38,[3],0.9500000000000001,False,106,6685,41,1.2.1,785332,0.0025810850000000003
vsp.decredcommunity.org,mainnet,2020-11-05,2023-07-29 01:52:38,[3],0.49,False,511,9054,40,1.2.1+ee0a6fa5b,785332,0.012442778000000002
vsp.stakeminer.com,mainnet,2020-11-09,2023-07-29 01:52:39,[3],1,False,387,25509,152,1.2.0+1c02ba8b9,785332,0.009423396
vspd.99split.com,mainnet,2020-11-17,2023-07-29 01:52:38,[3],0.30000000000000004,False,923,23560,120,1.2.1+ee0a6fa5b,785332,0.02247492
vspd.bass.cf,mainnet,2022-05-01,2023-07-29 01:52:39,[3],0.2,False,727,9717,90,1.2.0,785332,0.017702347
vspd.decredbrasil.com,mainnet,2020-11-22,2023-07-29 01:52:38,[3],5,False,74,2432,20,1.2.1+ee0a6fa5b,785332,0.0018018895
