id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,vspdversion,blockheight,estimatednetworkproportion
123.dcr.rocks,mainnet,2021-04-28,2023-07-26 02:05:29,[3],0.49,False,353,21688,162,1.2.0+86c25ac5d,784488,0.008550528
big.decred.energy,mainnet,2022-05-01,2023-07-26 02:05:29,[3],0.49,False,235,3104,17,1.2.0,784488,0.005692278
dcrhive.com,mainnet,2022-06-23,2023-07-26 02:05:29,[3],0.1,False,1891,7835,23,1.2.1+ee0a6fa5b,784488,0.045804672000000005
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2023-07-26 02:05:29,[3],0.9500000000000001,False,208,9124,52,1.2.0+86c25ac5d,784488,0.0050382717
decredvoting.com,mainnet,2021-02-01,2023-07-26 02:05:29,[3],1,False,117,4185,27,1.2.0,784488,0.0028340276
stakey.net,mainnet,2020-10-22,2023-07-26 02:05:29,[3],1,False,392,28396,205,1.2.1+dc5819e2d,784488,0.009495204
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2023-07-26 02:05:29,[3],0.6900000000000001,False,390,19964,214,1.2.0+86c25ac5d,1176670,0.07618675400000001
teststakepool.decred.org,testnet,2020-06-01,2023-07-26 02:05:29,[3],3,False,0,213765,1032,1.3.0-pre+de79ce74b,1176670,0
ultravsp.uk,mainnet,2020-12-01,2023-07-26 02:05:29,[3],0.30000000000000004,False,277,11598,61,1.2.1+ee0a6fa5b,784488,0.0067096213
vsp.coinmine.pl,mainnet,2021-01-28,2023-07-26 02:05:29,[3],0.5,False,193,28184,172,1.2.0-pre+a06a62bfd,784488,0.004674935000000001
vsp.dcr.farm,mainnet,2020-12-09,2023-07-26 02:05:29,[3],0.9500000000000001,False,106,6673,41,1.2.1,784488,0.0025675807
vsp.decredcommunity.org,mainnet,2020-11-05,2023-07-26 02:05:29,[3],0.49,False,486,9012,40,1.2.1+ee0a6fa5b,784488,0.011772115000000001
vsp.stakeminer.com,mainnet,2020-11-09,2023-07-26 02:05:29,[3],1,False,401,25470,149,1.2.0+1c02ba8b9,784488,0.009713206
vspd.99split.com,mainnet,2020-11-17,2023-07-26 02:05:30,[3],0.30000000000000004,False,919,23473,120,1.2.1+ee0a6fa5b,784488,0.02226044
vspd.bass.cf,mainnet,2022-05-01,2023-07-26 02:05:30,[3],0.2,False,713,9640,90,1.2.0,784488,0.017270613
vspd.decredbrasil.com,mainnet,2020-11-22,2023-07-26 02:05:29,[3],5,False,77,2424,19,1.2.1+ee0a6fa5b,784488,0.0018651293
