id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,vspdversion,blockheight,estimatednetworkproportion
123.dcr.rocks,mainnet,2021-04-28,2023-07-16 02:39:07,[3],0.49,False,355,21575,161,1.2.0+86c25ac5d,781639,0.008859938000000001
big.decred.energy,mainnet,2022-05-01,2023-07-16 02:39:07,[3],0.49,False,220,3036,16,1.2.0,781639,0.005490666
dcrhive.com,mainnet,2022-06-23,2023-07-16 02:39:07,[3],0.1,False,1729,7192,20,1.2.1+ee0a6fa5b,781639,0.043151643
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2023-07-16 02:39:07,[3],0.9500000000000001,False,203,9050,52,1.2.0+86c25ac5d,781639,0.0050663874000000005
decredvoting.com,mainnet,2021-02-01,2023-07-16 02:39:08,[3],1,False,154,4130,27,1.2.0,781639,0.0038434660000000002
stakey.net,mainnet,2020-10-22,2023-07-16 02:39:07,[3],1,False,423,28258,204,1.2.1+dc5819e2d,781639,0.010557053
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2023-07-16 02:39:07,[3],0.6900000000000001,False,311,17419,206,1.2.0+86c25ac5d,1169612,0.061486755000000004
teststakepool.decred.org,testnet,2020-06-01,2023-07-16 02:39:07,[3],3,False,0,213765,1032,1.3.0-pre+de79ce74b,1169612,0
ultravsp.uk,mainnet,2020-12-01,2023-07-16 02:39:07,[3],0.30000000000000004,False,355,11470,60,1.2.1+ee0a6fa5b,781639,0.008859938000000001
vsp.coinmine.pl,mainnet,2021-01-28,2023-07-16 02:39:07,[3],0.5,False,180,28121,172,1.2.0-pre+a06a62bfd,781639,0.004492363
vsp.dcr.farm,mainnet,2020-12-09,2023-07-16 02:39:07,[3],0.9500000000000001,False,97,6648,41,1.2.1,781639,0.0024208846
vsp.decredcommunity.org,mainnet,2020-11-05,2023-07-16 02:39:07,[3],0.49,False,465,8865,39,1.2.1+ee0a6fa5b,781639,0.011605271
vsp.stakeminer.com,mainnet,2020-11-09,2023-07-16 02:39:08,[3],1,False,369,25336,149,1.2.0+1c02ba8b9,781639,0.009209344000000001
vspd.99split.com,mainnet,2020-11-17,2023-07-16 02:39:07,[3],0.30000000000000004,False,937,23142,113,1.2.1+ee0a6fa5b,781639,0.023385245000000002
vspd.bass.cf,mainnet,2022-05-01,2023-07-16 02:39:08,[3],0.2,False,520,9412,90,1.2.0,781639,0.012977937
vspd.decredbrasil.com,mainnet,2020-11-22,2023-07-16 02:39:07,[3],5,False,74,2398,19,1.2.1+ee0a6fa5b,781639,0.0018468603
