id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2023-12-23 01:38:36,[3],0.30000000000000004,False,207,4467,22,22,0,1.3.2,828036,0.0050495192
dcrhive.com,mainnet,2022-06-23,2023-12-23 01:38:36,[3],0.15,False,1186,14789,83,83,0,1.3.2+bec2d12a0,828036,0.028931063000000003
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2023-12-23 01:38:36,[3],0.9500000000000001,False,122,10047,63,62,1,1.3.1+22d04116b,828036,0.0029760452
decred.stake.fun,mainnet,2021-01-28,2023-12-23 01:38:36,[3],0.5,False,134,29333,176,174,2,1.3.1,828036,0.003268771
decredvoting.com,mainnet,2021-02-01,2023-12-23 01:38:37,[3],1,False,121,4725,33,32,1,1.3.2,828036,0.0029516513
stakey.net,mainnet,2020-10-22,2023-12-23 01:38:36,[3],1,False,304,30271,223,223,0,1.3.2+f79363a87,828036,0.0074157193
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2023-12-23 01:38:36,[3],0.6900000000000001,False,729,70478,951,177,774,1.3.1+22d04116b,1280611,0.14294118
teststakepool.decred.org,testnet,2020-06-01,2023-12-23 01:38:36,[3],3,False,0,213770,1032,0,0,1.3.0-pre+de79ce74b,1280610,0
ultravsp.uk,mainnet,2020-12-01,2023-12-23 01:38:36,[3],0.30000000000000004,False,259,13015,79,78,1,1.4.0-pre+015cf707b,828036,0.006317998
vote.dcr-swiss.ch,mainnet,2023-06-30,2023-12-23 01:38:36,[3],0.1,False,361,961,0,0,0,1.3.2+bec2d12a0,828036,0.008806167
vsp.dcr.farm,mainnet,2020-12-09,2023-12-23 01:38:36,[3],0.15,False,361,7806,44,42,2,1.3.1,828036,0.008806167
vsp.decredcommunity.org,mainnet,2020-11-05,2023-12-23 01:38:36,[3],0.49,False,408,11800,55,55,0,1.3.2+bec2d12a0,828036,0.009952676
vsp.stakeminer.com,mainnet,2020-11-09,2023-12-23 01:38:37,[3],1,False,676,28321,173,173,0,1.3.1+1e824f8dd,828036,0.016490217
vspd.99split.com,mainnet,2020-11-17,2023-12-23 01:38:36,[3],0.30000000000000004,False,467,26638,167,167,0,1.3.2,828036,0.011391911000000001
vspd.bass.cf,mainnet,2022-05-01,2023-12-23 01:38:37,[3],0.2,False,1160,15323,133,0,0,1.2.0,828036,0.028296825
vspd.decredbrasil.com,mainnet,2020-11-22,2023-12-23 01:38:36,[3],5,False,33,2742,20,20,0,1.3.2+bec2d12a0,828036,0.0008049958
