id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2023-12-06 01:48:32,[3],0.30000000000000004,False,221,4351,22,22,0,1.3.2,823071,0.005401838
dcrhive.com,mainnet,2022-06-23,2023-12-06 01:48:32,[3],0.15,False,1228,14133,78,78,0,1.3.2+bec2d12a0,823071,0.030015644
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2023-12-06 01:48:32,[3],0.9500000000000001,False,128,9969,62,61,1,1.3.1+22d04116b,823071,0.0031286664
decred.stake.fun,mainnet,2021-01-28,2023-12-06 01:48:32,[3],0.5,False,159,29237,176,174,2,1.3.1,823071,0.0038863902
decredvoting.com,mainnet,2021-02-01,2023-12-06 01:48:33,[3],1,False,92,4665,32,31,1,1.3.2,823071,0.0022487289
stakey.net,mainnet,2020-10-22,2023-12-06 01:48:32,[3],1,False,330,30092,218,218,0,1.3.2+f79363a87,823071,0.008066093
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2023-12-06 01:48:32,[3],0.6900000000000001,False,734,62891,931,157,774,1.3.1+22d04116b,1269936,0.14321952000000002
teststakepool.decred.org,testnet,2020-06-01,2023-12-06 01:48:32,[3],3,False,0,213770,1032,0,0,1.3.0-pre+de79ce74b,1269936,0
ultravsp.uk,mainnet,2020-12-01,2023-12-06 01:48:32,[3],0.30000000000000004,False,288,12829,79,78,1,1.4.0-pre+015cf707b,823071,0.0070394995
vote.dcr-swiss.ch,mainnet,2023-06-30,2023-12-06 01:48:32,[3],0.1,False,297,741,0,0,0,1.3.2+bec2d12a0,823071,0.007259484
vsp.dcr.farm,mainnet,2020-12-09,2023-12-06 01:48:32,[3],0.15,False,235,7656,44,42,2,1.3.1,823071,0.005744036
vsp.decredcommunity.org,mainnet,2020-11-05,2023-12-06 01:48:32,[3],0.49,False,435,11532,52,52,0,1.3.2+bec2d12a0,823071,0.010632577
vsp.stakeminer.com,mainnet,2020-11-09,2023-12-06 01:48:32,[3],1,False,638,27899,172,172,0,1.3.1+1e824f8dd,823071,0.015594447
vspd.99split.com,mainnet,2020-11-17,2023-12-06 01:48:32,[3],0.30000000000000004,False,591,26332,161,161,0,1.3.2,823071,0.014445639000000001
vspd.bass.cf,mainnet,2022-05-01,2023-12-06 01:48:32,[3],0.2,False,1133,14617,128,0,0,1.2.0,823071,0.027693586000000003
vspd.decredbrasil.com,mainnet,2020-11-22,2023-12-06 01:48:32,[3],5,False,37,2727,20,20,0,1.3.2+bec2d12a0,823071,0.0009043801
