side,qty,rate,time
2,1.0,110737050,2025-01-21 02:04:15.734
2,1.0,110236410,2025-01-21 02:04:15.009
2,1.0,109735770,2025-01-21 02:04:14.445
2,1.0,109235120,2025-01-21 02:04:13.945
2,1.0,108734480,2025-01-21 02:04:13.375
2,1.0,108233830,2025-01-21 02:04:12.804
2,1.0,107733190,2025-01-21 02:04:12.127
2,1.0,107232550,2025-01-21 02:04:11.551
2,1.0,106731900,2025-01-21 02:04:11.039
2,1.0,106231260,2025-01-21 02:04:10.466
2,1000.0,100900000,2024-12-13 06:33:59.144
2,500.0,100815160,2025-01-21 00:06:17.781
1,957.0,100500000,2025-01-17 14:23:39.630
1,960.0,100400000,2025-01-16 18:49:16.576
1,991.0,100100000,2025-01-10 07:56:35.969
1,500.0,99415160,2025-01-21 00:06:16.750
1,2000.0,99100000,2024-12-09 01:55:54.336
1,1.0,94026380,2025-01-21 02:04:04.437
1,1.0,93525740,2025-01-21 02:04:04.947
1,1.0,93025090,2025-01-21 02:04:05.478
1,1.0,92524450,2025-01-21 02:04:05.969
1,1.0,92023810,2025-01-21 02:04:06.549
1,1.0,91523160,2025-01-21 02:04:07.096
1,1.0,91022520,2025-01-21 02:04:07.580
1,1.0,90521870,2025-01-21 02:04:08.027
1,1.0,90021230,2025-01-21 02:04:08.640
1,1.0,89520590,2025-01-21 02:04:09.230
