side,qty,rate,time
2,1.0,107021630,2025-01-09 00:20:55.789
2,1.0,106521470,2025-01-09 00:20:55.059
2,1.0,106021300,2025-01-09 00:20:54.380
2,1.0,105521140,2025-01-09 00:20:53.668
2,1.0,105020980,2025-01-09 00:20:52.977
2,1.0,104520820,2025-01-09 00:20:52.285
2,1.0,104020660,2025-01-09 00:20:51.627
2,1.0,103520500,2025-01-09 00:20:50.845
2,1.0,103020340,2025-01-09 00:20:50.171
2,1.0,102520180,2025-01-09 00:20:49.723
2,1000.0,100900000,2024-12-13 06:33:59.144
2,875.0,100726450,2025-01-09 01:08:48.082
1,1000.0,100000000,2025-01-07 21:35:29.711
1,875.0,99326450,2025-01-09 01:08:46.956
1,2000.0,99100000,2024-12-09 01:55:54.336
1,1.0,97544240,2025-01-09 00:20:38.014
1,1.0,97044080,2025-01-09 00:20:39.368
1,1.0,96543920,2025-01-09 00:20:40.632
1,1.0,96043760,2025-01-09 00:20:41.748
1,1.0,95543600,2025-01-09 00:20:43.065
1,1.0,95043440,2025-01-09 00:20:44.129
1,1.0,94543280,2025-01-09 00:20:45.286
1,1.0,94043120,2025-01-09 00:20:46.434
1,1.0,93542950,2025-01-09 00:20:47.598
1,1.0,93042790,2025-01-09 00:20:48.462
