side,qty,rate,time
2,1.0,107554240,2025-01-10 02:12:14.882
2,1.0,107054090,2025-01-10 02:12:14.484
2,1.0,106553930,2025-01-10 02:12:14.018
2,1.0,106053780,2025-01-10 02:12:13.485
2,1.0,105553620,2025-01-10 02:12:12.917
2,1.0,105053470,2025-01-10 02:12:12.443
2,1.0,104553310,2025-01-10 02:12:12.012
2,1.0,104053160,2025-01-10 02:12:11.516
2,1.0,103553000,2025-01-10 02:12:11.076
2,1.0,103052840,2025-01-10 02:12:10.548
2,1000.0,100900000,2024-12-13 06:33:59.144
2,875.0,100764130,2025-01-09 12:14:02.646
1,1000.0,100000000,2025-01-07 21:35:29.711
1,875.0,99364130,2025-01-09 12:14:01.777
1,2000.0,99100000,2024-12-09 01:55:54.336
1,1.0,97009420,2025-01-10 02:12:05.070
1,1.0,96509260,2025-01-10 02:12:05.560
1,1.0,96009100,2025-01-10 02:12:05.997
1,1.0,95508950,2025-01-10 02:12:06.499
1,1.0,95008790,2025-01-10 02:12:07.030
1,1.0,94508640,2025-01-10 02:12:07.650
1,1.0,94008480,2025-01-10 02:12:08.126
1,1.0,93508330,2025-01-10 02:12:08.679
1,1.0,93008170,2025-01-10 02:12:09.132
1,1.0,92508020,2025-01-10 02:12:09.558
