id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2024-02-26 01:42:08,[3],0.30000000000000004,False,307,5188,32,31,1,1.3.2,846834,0.007508499
dcrhive.com,mainnet,2022-06-23,2024-02-26 01:42:08,[3],0.15,False,1198,17315,102,102,0,1.3.2+bec2d12a0,846834,0.029300267
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2024-02-26 01:42:08,[3],0.9500000000000001,False,143,10307,67,66,1,1.3.2+bec2d12a0,846834,0.003497444
decred.stake.fun,mainnet,2021-01-28,2024-02-26 01:42:08,[3],0.5,False,111,29600,181,179,2,1.3.1,846834,0.0027147993
decredvoting.com,mainnet,2021-02-01,2024-02-26 01:42:08,[3],1,False,229,5126,35,34,1,1.3.2,846834,0.005600802
stakey.net,mainnet,2020-10-22,2024-02-26 01:42:08,[3],1,False,200,30800,230,230,0,1.3.2+f79363a87,846834,0.00489153
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2024-02-26 01:42:08,[3],0.6900000000000001,False,473,98131,1022,247,775,1.3.1+22d04116b,1331394,0.09222071
teststakepool.decred.org,testnet,2020-06-01,2024-02-26 01:42:08,[3],3,False,0,213770,1032,0,0,1.3.0-pre+de79ce74b,1297170,0
ultravsp.uk,mainnet,2020-12-01,2024-02-26 01:42:08,[3],0.30000000000000004,False,281,13638,82,81,1,1.4.0-pre+015cf707b,846834,0.0068725999999999995
vote.dcr-swiss.ch,mainnet,2023-06-30,2024-02-26 01:42:08,[3],0.1,False,800,2591,6,6,0,1.3.2+bec2d12a0,846834,0.01956612
vsp.dcr.farm,mainnet,2020-12-09,2024-02-26 01:42:08,[3],1,False,111,8260,44,42,2,1.3.1,846834,0.0027147993
vsp.decredcommunity.org,mainnet,2020-11-05,2024-02-26 01:42:08,[3],0.49,False,490,13109,70,70,0,1.3.2+bec2d12a0,846834,0.01198425
vsp.stakeminer.com,mainnet,2020-11-09,2024-02-26 01:42:08,[3],1,False,546,29714,180,180,0,1.3.2+81acb861c,846834,0.013353878000000001
vspd.99split.com,mainnet,2020-11-17,2024-02-26 01:42:08,[3],0.30000000000000004,False,196,27354,177,177,0,1.3.2,846834,0.0047937
vspd.bass.cf,mainnet,2022-05-01,2024-02-26 01:42:08,[3],0.2,False,1004,17743,151,0,0,1.2.0,846834,0.024555482
vspd.decredbrasil.com,mainnet,2020-11-22,2024-02-26 01:42:08,[3],5,False,35,2830,21,21,0,1.3.2+bec2d12a0,846834,0.0008560178
