id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2024-02-07 01:34:53,[3],0.30000000000000004,False,346,4954,28,28,0,1.3.2,841276,0.008598837
dcrhive.com,mainnet,2022-06-23,2024-02-07 01:34:53,[3],0.15,False,1171,16551,93,93,0,1.3.2+bec2d12a0,841276,0.029101845
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2024-02-07 01:34:53,[3],0.9500000000000001,False,103,10226,67,66,1,1.3.2+bec2d12a0,841276,0.0025597694
decred.stake.fun,mainnet,2021-01-28,2024-02-07 01:34:53,[3],0.5,False,120,29532,178,176,2,1.3.1,841276,0.0029822555000000002
decredvoting.com,mainnet,2021-02-01,2024-02-07 01:34:53,[3],1,False,143,4970,34,33,1,1.3.2,841276,0.0035538545
stakey.net,mainnet,2020-10-22,2024-02-07 01:34:53,[3],1,False,227,30657,228,228,0,1.3.2+f79363a87,841276,0.0056414334000000005
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2024-02-07 01:34:53,[3],0.6900000000000001,False,480,91894,1007,232,775,1.3.1+22d04116b,1317787,0.09456265
teststakepool.decred.org,testnet,2020-06-01,2024-02-07 01:34:53,[3],3,False,0,213770,1032,0,0,1.3.0-pre+de79ce74b,1297170,0
ultravsp.uk,mainnet,2020-12-01,2024-02-07 01:34:53,[3],0.30000000000000004,False,281,13469,82,81,1,1.4.0-pre+015cf707b,841276,0.0069834483
vote.dcr-swiss.ch,mainnet,2023-06-30,2024-02-07 01:34:53,[3],0.1,False,877,2058,1,1,0,1.3.2+bec2d12a0,841276,0.021795318
vsp.dcr.farm,mainnet,2020-12-09,2024-02-07 01:34:53,[3],1,False,135,8171,44,42,2,1.3.1,841276,0.0033550374
vsp.decredcommunity.org,mainnet,2020-11-05,2024-02-07 01:34:53,[3],0.49,False,748,12723,67,67,0,1.3.2+bec2d12a0,841276,0.018589392
vsp.stakeminer.com,mainnet,2020-11-09,2024-02-07 01:34:53,[3],1,False,606,29320,178,178,0,1.3.1+1e824f8dd,841276,0.01506039
vspd.99split.com,mainnet,2020-11-17,2024-02-07 01:34:53,[3],0.30000000000000004,False,254,27198,174,174,0,1.3.2,841276,0.006312441
vspd.bass.cf,mainnet,2022-05-01,2024-02-07 01:34:53,[3],0.2,False,1222,17065,144,0,0,1.2.0,841276,0.030369302
vspd.decredbrasil.com,mainnet,2020-11-22,2024-02-07 01:34:53,[3],5,False,46,2806,21,21,0,1.3.2+bec2d12a0,841276,0.001143198
