id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2024-02-21 01:40:25,[3],0.30000000000000004,False,299,5124,32,31,1,1.3.2,845344,0.0076250224000000005
dcrhive.com,mainnet,2022-06-23,2024-02-21 01:40:25,[3],0.15,False,1026,17112,101,101,0,1.3.2+bec2d12a0,845344,0.026164792000000003
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2024-02-21 01:40:25,[3],0.9500000000000001,False,112,10285,67,66,1,1.3.2+bec2d12a0,845344,0.0028561957
decred.stake.fun,mainnet,2021-01-28,2024-02-21 01:40:25,[3],0.5,False,109,29580,181,179,2,1.3.1,845344,0.0027796903
decredvoting.com,mainnet,2021-02-01,2024-02-21 01:40:25,[3],1,False,266,5075,35,34,1,1.3.2,845344,0.0067834645
stakey.net,mainnet,2020-10-22,2024-02-21 01:40:25,[3],1,False,195,30766,230,230,0,1.3.2+f79363a87,845344,0.0049728407
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2024-02-21 01:40:25,[3],0.6900000000000001,False,472,96479,1019,244,775,1.3.1+22d04116b,1327866,0.09177523
teststakepool.decred.org,testnet,2020-06-01,2024-02-21 01:40:25,[3],3,False,0,213770,1032,0,0,1.3.0-pre+de79ce74b,1297170,0
ultravsp.uk,mainnet,2020-12-01,2024-02-21 01:40:25,[3],0.30000000000000004,False,260,13590,82,81,1,1.4.0-pre+015cf707b,845344,0.006630454
vote.dcr-swiss.ch,mainnet,2023-06-30,2024-02-21 01:40:25,[3],0.1,False,784,2466,6,6,0,1.3.2+bec2d12a0,845344,0.01999337
vsp.dcr.farm,mainnet,2020-12-09,2024-02-21 01:40:25,[3],1,False,99,8241,44,42,2,1.3.1,845344,0.0025246730000000003
vsp.decredcommunity.org,mainnet,2020-11-05,2024-02-21 01:40:25,[3],0.49,False,539,13019,69,69,0,1.3.2+bec2d12a0,845344,0.013745441
vsp.stakeminer.com,mainnet,2020-11-09,2024-02-21 01:40:25,[3],1,False,570,29605,180,180,0,1.3.2+81acb861c,845344,0.014535996
vspd.99split.com,mainnet,2020-11-17,2024-02-21 01:40:25,[3],0.30000000000000004,False,201,27322,177,177,0,1.3.2,845344,0.005125851000000001
vspd.bass.cf,mainnet,2022-05-01,2024-02-21 01:40:25,[3],0.2,False,1050,17565,150,0,0,1.2.0,845344,0.026776833000000003
vspd.decredbrasil.com,mainnet,2020-11-22,2024-02-21 01:40:25,[3],5,False,36,2823,21,21,0,1.3.2+bec2d12a0,845344,0.00091806287
