id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2024-09-07 02:02:05,[3],0.30000000000000004,False,208,6916,52,49,3,1.3.2,902648,0.0051618028
dcrhive.com,mainnet,2022-06-23,2024-09-07 02:02:05,[3],0.15,False,973,24953,151,151,0,1.3.2+bec2d12a0,902648,0.024146317
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2024-09-07 02:02:05,[3],0.9500000000000001,False,342,12312,396,76,320,1.3.2+bec2d12a0,902648,0.008487195000000001
decred.stake.fun,mainnet,2021-01-28,2024-09-07 02:02:05,[3],0.5,False,116,30305,185,183,2,1.3.1,902648,0.0028786976
decredvoting.com,mainnet,2021-02-01,2024-09-07 02:02:05,[3],1,False,109,5904,41,40,1,1.3.2,902648,0.002704983
stakey.net,mainnet,2020-10-22,2024-09-07 02:02:05,[3],1,False,251,32311,251,251,0,1.3.2+f79363a87,902648,0.006228906
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2024-06-28 09:55:07,[3],0.6900000000000001,False,379,139081,1155,340,815,1.3.0+43d3210dc,1417173,0.07387914500000001
teststakepool.decred.org,testnet,2020-06-01,2024-09-07 02:02:05,[3],3,False,0,213770,1058,0,0,1.3.0-pre+de79ce74b,1471159,0
ultravsp.uk,mainnet,2020-12-01,2024-09-07 02:02:05,[3],0.30000000000000004,False,460,15680,87,86,1,1.4.0-pre+015cf707b,902648,0.011415525000000001
vote.dcr-swiss.ch,mainnet,2023-06-30,2024-09-07 02:02:05,[3],0.14,False,1020,9426,42,41,1,1.3.2+bec2d12a0,902648,0.025312686
vsp.dcr.farm,mainnet,2020-12-09,2024-09-07 02:02:05,[3],1,False,58,8653,56,54,2,1.3.1,902648,0.0014393488
vsp.decredcommunity.org,mainnet,2020-11-05,2024-09-07 02:02:05,[3],0.49,False,347,15357,99,99,0,1.3.2+bec2d12a0,902648,0.008611277
vsp.stakeminer.com,mainnet,2020-11-09,2024-09-07 02:02:05,[3],1,False,308,32228,198,198,0,1.3.2+81acb861c,902648,0.0076434384
vspd.99split.com,mainnet,2020-11-17,2024-09-07 02:02:05,[3],0.099,False,250,28625,186,186,0,1.3.2,902648,0.0062040896000000005
vspd.bass.cf,mainnet,2022-05-01,2024-09-07 02:02:05,[3],0.2,False,698,22964,188,0,0,1.2.0,902648,0.01732182
vspd.decredbrasil.com,mainnet,2020-11-22,2024-09-07 02:02:05,[3],5,False,10,2992,23,23,0,1.3.2,902648,0.0002481636
