side,qty,rate,time
2,0.7,13313370,2024-10-02 06:56:34.706
2,1.0,12673280,2024-10-04 02:01:39.403
2,4.0,12639210,2024-10-04 02:08:36.884
2,1.0,12558300,2024-10-04 02:01:39.001
2,4.0,12501230,2024-10-04 02:08:36.384
2,1.0,12443320,2024-10-04 02:01:38.617
2,4.0,12363250,2024-10-04 02:08:35.913
2,1.0,12328340,2024-10-04 02:01:38.212
2,4.0,12225270,2024-10-04 02:08:35.377
2,1.0,12213360,2024-10-04 02:01:37.795
2,1.0,12098380,2024-10-04 02:01:37.395
2,4.0,12087280,2024-10-04 02:08:34.883
2,1.0,11983400,2024-10-04 02:01:36.981
2,3.3,11935360,2024-10-04 01:59:36.825
2,3.3,11877880,2024-10-04 01:59:36.303
2,1.0,11868420,2024-10-04 02:01:36.558
2,3.3,11820400,2024-10-04 01:59:35.828
2,3.3,11762920,2024-10-04 01:59:35.198
2,1.0,11753430,2024-10-04 02:01:36.045
2,0.1,11729860,2024-10-04 01:56:45.910
2,2.9,11729860,2024-10-04 01:56:33.811
2,6.0,11672490,2024-10-04 01:56:33.437
2,1.0,11638450,2024-10-04 02:01:35.648
2,6.0,11615110,2024-10-04 01:56:33.064
2,6.0,11557740,2024-10-04 01:56:32.697
1,6.0,11392280,2024-10-04 01:56:31.222
1,1.0,11357730,2024-10-04 02:01:31.419
1,6.0,11334910,2024-10-04 01:56:31.588
1,6.0,11277530,2024-10-04 01:56:31.954
1,1.0,11242750,2024-10-04 02:01:31.821
1,3.3,11229380,2024-10-04 01:59:32.545
1,6.0,11220160,2024-10-04 01:56:32.315
1,3.3,11171900,2024-10-04 01:59:33.049
1,1.0,11127760,2024-10-04 02:01:32.221
1,3.3,11114420,2024-10-04 01:59:33.527
1,3.3,11056940,2024-10-04 01:59:34.012
1,1.0,11012780,2024-10-04 02:01:32.619
1,4.0,10909740,2024-10-04 02:08:32.260
1,1.0,10897800,2024-10-04 02:01:33.018
1,1.0,10782820,2024-10-04 02:01:33.442
1,4.0,10771750,2024-10-04 02:08:32.717
1,1.0,10667840,2024-10-04 02:01:33.826
1,4.0,10633770,2024-10-04 02:08:33.170
1,1.0,10552860,2024-10-04 02:01:34.231
1,4.0,10495790,2024-10-04 02:08:33.627
1,1.0,10437880,2024-10-04 02:01:34.629
1,4.0,10357810,2024-10-04 02:08:34.081
1,1.0,10322900,2024-10-04 02:01:35.026
