side,qty,rate,time
2,1.8,19521890,2024-10-16 08:20:15.513
2,3.3,13326340,2024-10-17 02:04:22.294
2,0.6,13326340,2024-10-17 02:04:30.865
2,5.0,13316760,2024-10-17 01:52:35.319
2,5.0,13262390,2024-10-17 02:04:21.950
2,5.0,13252860,2024-10-17 01:52:34.913
2,5.0,13198440,2024-10-17 02:04:21.585
2,5.0,13188960,2024-10-17 01:52:34.546
2,5.0,13134490,2024-10-17 02:04:21.297
2,5.0,13125060,2024-10-17 01:52:34.115
2,5.0,13070540,2024-10-17 02:04:20.962
2,5.0,13061160,2024-10-17 01:52:33.663
2,5.0,13006590,2024-10-17 02:04:20.597
2,5.0,12942640,2024-10-17 02:04:20.206
2,5.0,12893040,2024-10-17 01:52:37.068
2,5.0,12883440,2024-10-17 01:50:38.289
2,5.0,12883440,2024-10-17 01:50:39.013
2,5.0,12883440,2024-10-17 01:50:37.583
2,5.0,12882980,2024-10-17 01:52:36.457
2,5.0,12882980,2024-10-17 01:52:35.796
2,5.0,12882980,2024-10-17 01:52:33.979
2,5.0,12882980,2024-10-17 01:52:34.601
2,5.0,12882980,2024-10-17 01:52:35.192
2,5.0,12873390,2024-10-17 01:51:46.191
1,5.0,12695480,2024-10-17 02:02:16.812
1,5.0,12695480,2024-10-17 02:02:01.973
1,5.0,12695480,2024-10-17 02:02:17.365
1,5.0,12675660,2024-10-17 01:52:31.906
1,5.0,12675590,2024-10-17 02:04:17.882
1,5.0,12665710,2024-10-17 01:52:32.430
1,5.0,12665710,2024-10-17 01:52:33.000
1,5.0,12664830,2024-10-17 01:50:33.516
1,5.0,12664830,2024-10-17 01:51:16.132
1,5.0,12644940,2024-10-17 01:50:36.917
1,5.0,12636960,2024-10-17 02:04:16.529
1,5.0,12573010,2024-10-17 02:04:16.875
1,5.0,12523950,2024-10-17 02:04:31.264
1,5.0,12509060,2024-10-17 02:04:17.207
1,5.0,12459920,2024-10-17 02:04:31.680
1,5.0,12445110,2024-10-17 02:04:17.606
1,0.3,12444420,2024-10-16 15:10:33.710
1,5.0,12395900,2024-10-17 02:04:32.028
1,5.0,12381160,2024-10-17 02:04:17.987
1,5.0,12331870,2024-10-17 02:04:32.398
1,5.0,12317210,2024-10-17 02:04:18.303
1,5.0,12267850,2024-10-17 02:04:32.765
1,5.0,12253260,2024-10-17 02:04:18.664
1,5.0,12189310,2024-10-17 02:04:19.018
1,5.0,12125370,2024-10-17 02:04:19.352
1,5.0,12061420,2024-10-17 02:04:19.733
1,70.0,12000000,2024-10-15 03:30:04.603
1,70.0,11000000,2024-10-15 03:30:11.138
1,70.0,10000000,2024-10-15 03:30:16.594
1,9.0,8788760,2024-10-17 02:01:30.657
1,11.0,6788760,2024-10-17 02:01:31.073
1,16.0,4788760,2024-10-17 02:01:31.600
1,27.0,2780570,2024-10-17 02:13:30.429
1,82.0,780570,2024-10-17 02:13:30.735
