side,qty,rate,time
2,10.0,13419980,2024-10-21 02:05:18.264
2,10.0,13419980,2024-10-21 02:05:17.608
2,10.0,13389790,2024-10-21 01:52:20.257
2,10.0,13389790,2024-10-21 01:52:19.700
2,5.0,13380000,2024-10-21 01:16:28.772
1,10.0,13178090,2024-10-21 02:05:16.877
1,10.0,13168160,2024-10-21 01:44:17.192
1,10.0,13168160,2024-10-21 01:44:17.791
1,10.0,13168160,2024-10-21 01:44:16.561
1,70.0,12000000,2024-10-15 03:30:04.603
1,70.0,11000000,2024-10-15 03:30:11.138
1,70.0,10000000,2024-10-15 03:30:16.594
1,9.0,9289480,2024-10-21 01:29:00.422
1,11.0,7271730,2024-10-21 02:05:01.745
1,16.0,5271730,2024-10-21 02:05:02.032
1,27.0,3280310,2024-10-21 02:17:00.522
1,57.4,1280310,2024-10-21 02:17:00.776
