id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2024-08-31 02:03:01,[3],0.30000000000000004,False,213,6870,49,47,2,1.3.2,900619,0.0051759332
dcrhive.com,mainnet,2022-06-23,2024-08-31 02:03:01,[3],0.15,False,1069,24712,151,151,0,1.3.2+bec2d12a0,900619,0.025976866
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2024-08-31 02:03:01,[3],0.9500000000000001,False,255,12249,394,74,320,1.3.2+bec2d12a0,900619,0.00619654
decred.stake.fun,mainnet,2021-01-28,2024-08-31 02:03:01,[3],0.5,False,105,30285,185,183,2,1.3.1,900619,0.0025515163000000003
decredvoting.com,mainnet,2021-02-01,2024-08-31 02:03:01,[3],1,False,119,5880,41,40,1,1.3.2,900619,0.0028917184000000003
stakey.net,mainnet,2020-10-22,2024-08-31 02:03:01,[3],1,False,269,32245,250,250,0,1.3.2+f79363a87,900619,0.0065367417
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2024-06-28 09:55:07,[3],0.6900000000000001,False,379,139081,1155,340,815,1.3.0+43d3210dc,1417173,0.07387914500000001
teststakepool.decred.org,testnet,2020-06-01,2024-08-31 02:03:01,[3],3,False,0,213770,1058,0,0,1.3.0-pre+de79ce74b,1466119,0
ultravsp.uk,mainnet,2020-12-01,2024-08-31 02:03:01,[3],0.30000000000000004,False,520,15575,87,86,1,1.4.0-pre+015cf707b,900619,0.012636081
vote.dcr-swiss.ch,mainnet,2023-06-30,2024-08-31 02:03:01,[3],0.14,False,1120,9139,41,40,1,1.3.2+bec2d12a0,900619,0.027216174000000003
vsp.dcr.farm,mainnet,2020-12-09,2024-08-31 02:03:01,[3],1,False,46,8634,56,54,2,1.3.1,900619,0.0011178071
vsp.decredcommunity.org,mainnet,2020-11-05,2024-08-31 02:03:01,[3],0.49,False,356,15283,99,99,0,1.3.2+bec2d12a0,900619,0.008650855
vsp.stakeminer.com,mainnet,2020-11-09,2024-08-31 02:03:01,[3],1,False,296,32159,198,198,0,1.3.2+81acb861c,900619,0.007192846
vspd.99split.com,mainnet,2020-11-17,2024-08-31 02:03:01,[3],0.099,False,238,28557,186,186,0,1.3.2,900619,0.005783437000000001
vspd.bass.cf,mainnet,2022-05-01,2024-08-31 02:03:02,[3],0.2,False,701,22798,188,0,0,1.2.0,900619,0.01703441
vspd.decredbrasil.com,mainnet,2020-11-22,2024-08-31 02:03:01,[3],5,False,8,2991,23,23,0,1.3.2,900619,0.00019440125
