id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2024-08-27 02:01:22,[3],0.30000000000000004,False,215,6844,48,46,2,1.3.2,899468,0.0051286940000000005
dcrhive.com,mainnet,2022-06-23,2024-08-27 02:01:22,[3],0.15,False,1163,24549,149,149,0,1.3.2+bec2d12a0,899469,0.027745968000000003
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2024-08-27 02:01:22,[3],0.9500000000000001,False,215,12213,394,74,320,1.3.2+bec2d12a0,899468,0.0051286940000000005
decred.stake.fun,mainnet,2021-01-28,2024-08-27 02:01:22,[3],0.5,False,117,30268,185,183,2,1.3.1,899468,0.0027909640000000004
decredvoting.com,mainnet,2021-02-01,2024-08-27 02:01:22,[3],1,False,118,5867,41,40,1,1.3.2,899468,0.0028148184000000003
stakey.net,mainnet,2020-10-22,2024-08-27 02:01:22,[3],1,False,262,32219,250,250,0,1.3.2+f79363a87,899468,0.006249851000000001
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2024-06-28 09:55:07,[3],0.6900000000000001,False,379,139081,1155,340,815,1.3.0+43d3210dc,1417173,0.07387914500000001
teststakepool.decred.org,testnet,2020-06-01,2024-08-27 02:01:22,[3],3,False,0,213770,1058,0,0,1.3.0-pre+de79ce74b,1463239,0
ultravsp.uk,mainnet,2020-12-01,2024-08-27 02:01:22,[3],0.30000000000000004,False,543,15521,87,86,1,1.4.0-pre+015cf707b,899468,0.012952935
vote.dcr-swiss.ch,mainnet,2023-06-30,2024-08-27 02:01:22,[3],0.14,False,1234,8976,41,40,1,1.3.2+bec2d12a0,899468,0.029436320000000002
vsp.dcr.farm,mainnet,2020-12-09,2024-08-27 02:01:22,[3],1,False,43,8629,56,54,2,1.3.1,899468,0.0010257389
vsp.decredcommunity.org,mainnet,2020-11-05,2024-08-27 02:01:22,[3],0.49,False,339,15252,99,99,0,1.3.2+bec2d12a0,899468,0.008086639000000001
vsp.stakeminer.com,mainnet,2020-11-09,2024-08-27 02:01:22,[3],1,False,340,32108,197,197,0,1.3.2+81acb861c,899468,0.008110493
vspd.99split.com,mainnet,2020-11-17,2024-08-27 02:01:22,[3],0.099,False,242,28517,186,186,0,1.3.2,899468,0.005772763
vspd.bass.cf,mainnet,2022-05-01,2024-08-27 02:01:23,[3],0.2,False,722,22697,186,0,0,1.2.0,899468,0.017222872
vspd.decredbrasil.com,mainnet,2020-11-22,2024-08-27 02:01:22,[3],5,False,8,2990,23,23,0,1.3.2,899468,0.00019083514
