id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2024-08-07 02:00:42,[3],0.30000000000000004,False,222,6706,47,45,2,1.3.2,893750,0.005299847000000001
dcrhive.com,mainnet,2022-06-23,2024-08-07 02:00:42,[3],0.15,False,1198,23778,144,144,0,1.3.2+bec2d12a0,893750,0.028600076000000002
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2024-08-07 02:00:42,[3],0.9500000000000001,False,169,12154,344,72,272,1.3.2+bec2d12a0,893750,0.0040345686
decred.stake.fun,mainnet,2021-01-28,2024-08-07 02:00:42,[3],0.5,False,135,30172,185,183,2,1.3.1,893750,0.00322288
decredvoting.com,mainnet,2021-02-01,2024-08-07 02:00:42,[3],1,False,107,5783,40,39,1,1.3.2,893750,0.0025544309
stakey.net,mainnet,2020-10-22,2024-08-07 02:00:42,[3],1,False,279,32037,248,248,0,1.3.2+f79363a87,893750,0.0066606190000000004
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2024-06-28 09:55:07,[3],0.6900000000000001,False,379,139081,1155,340,815,1.3.0+43d3210dc,1417173,0.07387914500000001
teststakepool.decred.org,testnet,2020-06-01,2024-08-07 02:00:42,[3],3,False,0,213770,1058,0,0,1.3.0-pre+de79ce74b,1448839,0
ultravsp.uk,mainnet,2020-12-01,2024-08-07 02:00:42,[3],0.30000000000000004,False,457,15168,86,85,1,1.4.0-pre+015cf707b,893750,0.010910046000000001
vote.dcr-swiss.ch,mainnet,2023-06-30,2024-08-07 02:00:42,[3],0.14,False,1278,8123,36,35,1,1.3.2+bec2d12a0,893750,0.030509932000000003
vsp.dcr.farm,mainnet,2020-12-09,2024-08-07 02:00:42,[3],1,False,42,8602,56,54,2,1.3.1,893750,0.0010026738
vsp.decredcommunity.org,mainnet,2020-11-05,2024-08-07 02:00:42,[3],0.49,False,344,15004,95,95,0,1.3.2+bec2d12a0,893750,0.008212375000000001
vsp.stakeminer.com,mainnet,2020-11-09,2024-08-07 02:00:42,[3],1,False,420,31875,197,197,0,1.3.2+81acb861c,893750,0.010026738
vspd.99split.com,mainnet,2020-11-17,2024-08-07 02:00:42,[3],0.30000000000000004,False,171,28367,185,185,0,1.3.2,893750,0.0040823147
vspd.bass.cf,mainnet,2022-05-01,2024-08-07 02:00:43,[3],0.2,False,690,22268,183,0,0,1.2.0,893750,0.016472498000000002
vspd.decredbrasil.com,mainnet,2020-11-22,2024-08-07 02:00:42,[3],5,False,14,2984,23,23,0,1.3.2,893750,0.00033422460000000003
