id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2024-08-20 01:57:29,[3],0.30000000000000004,False,208,6798,47,45,2,1.3.2,897453,0.005194935
dcrhive.com,mainnet,2022-06-23,2024-08-20 01:57:28,[3],0.15,False,1109,24278,148,148,0,1.3.2+bec2d12a0,897453,0.027697995000000003
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2024-08-20 01:57:29,[3],0.9500000000000001,False,141,12176,393,73,320,1.3.2+bec2d12a0,897453,0.0035215665
decred.stake.fun,mainnet,2021-01-28,2024-08-20 01:57:28,[3],0.5,False,131,30241,185,183,2,1.3.1,897453,0.00327181
decredvoting.com,mainnet,2021-02-01,2024-08-20 01:57:29,[3],1,False,112,5835,40,39,1,1.3.2,897453,0.0027972728000000002
stakey.net,mainnet,2020-10-22,2024-08-20 01:57:28,[3],1,False,234,32162,249,249,0,1.3.2+f79363a87,897453,0.005844302
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2024-06-28 09:55:07,[3],0.6900000000000001,False,379,139081,1155,340,815,1.3.0+43d3210dc,1417173,0.07387914500000001
teststakepool.decred.org,testnet,2020-06-01,2024-08-20 01:57:28,[3],3,False,0,213770,1058,0,0,1.3.0-pre+de79ce74b,1458198,0
ultravsp.uk,mainnet,2020-12-01,2024-08-20 01:57:28,[3],0.30000000000000004,False,552,15389,87,86,1,1.4.0-pre+015cf707b,897452,0.01379138
vote.dcr-swiss.ch,mainnet,2023-06-30,2024-08-20 01:57:28,[3],0.14,False,1137,8701,38,37,1,1.3.2+bec2d12a0,897453,0.028397312
vsp.dcr.farm,mainnet,2020-12-09,2024-08-20 01:57:28,[3],1,False,40,8622,56,54,2,1.3.1,897453,0.000999026
vsp.decredcommunity.org,mainnet,2020-11-05,2024-08-20 01:57:28,[3],0.49,False,347,15165,98,98,0,1.3.2+bec2d12a0,897453,0.00866655
vsp.stakeminer.com,mainnet,2020-11-09,2024-08-20 01:57:29,[3],1,False,361,32037,197,197,0,1.3.2+81acb861c,897453,0.009016209
vspd.99split.com,mainnet,2020-11-17,2024-08-20 01:57:29,[3],0.099,False,219,28461,185,185,0,1.3.2,897453,0.0054696673
vspd.bass.cf,mainnet,2022-05-01,2024-08-20 01:57:29,[3],0.2,False,688,22539,184,0,0,1.2.0,897453,0.017183246000000003
vspd.decredbrasil.com,mainnet,2020-11-22,2024-08-20 01:57:29,[3],5,False,8,2990,23,23,0,1.3.2,897453,0.00019980518999999997
