id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2024-08-04 02:01:12,[3],0.30000000000000004,False,227,6680,47,45,2,1.3.2,892910,0.0055367206
dcrhive.com,mainnet,2022-06-23,2024-08-04 02:01:12,[3],0.15,False,1262,23660,144,144,0,1.3.2+bec2d12a0,892910,0.03078124
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2024-08-04 02:01:12,[3],0.9500000000000001,False,165,12154,330,71,259,1.3.2+bec2d12a0,892910,0.0040244884
decred.stake.fun,mainnet,2021-01-28,2024-08-04 02:01:12,[3],0.5,False,133,30163,185,183,2,1.3.1,892910,0.0032439816
decredvoting.com,mainnet,2021-02-01,2024-08-04 02:01:12,[3],1,False,113,5771,40,39,1,1.3.2,892910,0.0027561649
stakey.net,mainnet,2020-10-22,2024-08-04 02:01:12,[3],1,False,285,32007,248,248,0,1.3.2+f79363a87,892910,0.0069513890000000005
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2024-06-28 09:55:07,[3],0.6900000000000001,False,379,139081,1155,340,815,1.3.0+43d3210dc,1417173,0.07387914500000001
teststakepool.decred.org,testnet,2020-06-01,2024-08-04 02:01:12,[3],3,False,0,213770,1058,0,0,1.3.0-pre+de79ce74b,1446675,0
ultravsp.uk,mainnet,2020-12-01,2024-08-04 02:01:12,[3],0.30000000000000004,False,409,15122,86,85,1,1.4.0-pre+015cf707b,892910,0.009975853
vote.dcr-swiss.ch,mainnet,2023-06-30,2024-08-04 02:01:12,[3],0.14,False,1228,7993,33,33,0,1.3.2+bec2d12a0,892910,0.02995195
vsp.dcr.farm,mainnet,2020-12-09,2024-08-04 02:01:12,[3],1,False,41,8600,56,54,2,1.3.1,892910,0.0010000244
vsp.decredcommunity.org,mainnet,2020-11-05,2024-08-04 02:01:12,[3],0.49,False,360,14974,95,95,0,1.3.2+bec2d12a0,892910,0.008780702000000001
vsp.stakeminer.com,mainnet,2020-11-09,2024-08-04 02:01:12,[3],1,False,420,31828,196,196,0,1.3.2+81acb861c,892910,0.010244152500000001
vspd.99split.com,mainnet,2020-11-17,2024-08-04 02:01:12,[3],0.30000000000000004,False,167,28358,185,185,0,1.3.2,892910,0.00407327
vspd.bass.cf,mainnet,2022-05-01,2024-08-04 02:01:12,[3],0.2,False,689,22192,183,0,0,1.2.0,892910,0.016805287000000002
vspd.decredbrasil.com,mainnet,2020-11-22,2024-08-04 02:01:12,[3],5,False,14,2983,23,23,0,1.3.2,892910,0.00034147174999999997
