id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2026-01-12 01:33:07,[3],0.088,False,1683,18952,109,9,1.4.0,1044550,0.04081286
dcr.cerebro.host,mainnet,2024-09-09,2026-01-12 01:33:07,[3],0.888,False,11,15,0,1,1.4.0+d190a83b6,1043554,0.00025879917999999997
dcrhive.com,mainnet,2022-06-23,2026-01-12 01:33:07,[3],1,False,319,30305,226,2,1.4.0+d190a83b6,1044551,0.007736709400000001
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2026-01-12 01:33:07,[3],0.9500000000000001,False,90,14985,100,320,1.4.0+d190a83b6,1044550,0.0021825060000000003
decred.stake.fun,mainnet,2021-01-28,2026-01-12 01:33:07,[3],0.5,False,429,32025,196,46,1.4.0,1041388,0.010874525000000001
decredvoting.com,mainnet,2021-02-01,2026-01-12 01:33:07,[3],1,False,96,9295,61,2,1.4.0,1044550,0.0023280063
stakey.net,mainnet,2020-10-22,2026-01-12 01:33:07,[3],1,False,174,36681,281,5,1.4.0,1044550,0.0042195115
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2026-01-12 01:33:07,[3],0.6900000000000001,False,468,392648,891,1065,1.4.0+d190a83b6,1825402,0.09137056
teststakepool.decred.org,testnet,2020-06-01,2026-01-12 01:33:07,[3],3,False,0,213770,488,571,1.4.0-pre+5263bfc2e,1825402,0
ultravsp.uk,mainnet,2020-12-01,2026-01-12 01:33:07,[3],0.30000000000000004,False,256,20506,129,4,1.4.0+d190a83b6,1044550,0.006208017000000001
vote.dcr-swiss.ch,mainnet,2023-06-30,2026-01-12 01:33:07,[3],0.18,False,887,31405,204,3,1.4.0+d190a83b6,1044550,0.02150981
vsp.dcr.farm,mainnet,2020-12-09,2026-01-12 01:33:07,[3],0.5,False,509,17213,93,2,1.4.0,1044550,0.012343284000000001
vsp.decredcommunity.org,mainnet,2020-11-05,2026-01-12 01:33:07,[3],0.49,False,531,23101,146,13,1.4.0+d190a83b6,1044548,0.012873976
vsp.stakeminer.com,mainnet,2020-11-09,2026-01-12 01:33:07,[3],1,False,507,36298,240,0,1.4.0+d190a83b6,1044550,0.012294784000000001
vspd.bass.cf,mainnet,2022-05-01,2026-01-12 01:33:07,[3],0.16,False,268,30063,178,80,1.4.0,1044550,0.0064990180000000005
