rank,useragent,count
1,/dcrwire:1.0.0/dcrd:2.0.5/,31
2,/dcrwire:1.0.0/dcrd:1.8.0/,23
3,/dcrwire:1.0.0/dcrd:2.0.6/,22
4,/dcrwire:1.0.0/dcrd:2.0.3/,13
5,/dcrwire:1.0.0/dcrd:1.8.1/,9
6,/dcrwire:1.0.0/dcrd:2.0.4/,8
7,/dcrwire:1.0.0/dcrd:2.0.2/,6
8,/dcrwire:1.0.0/dcrd:2.0.1/,1
9,/dcrwire:1.0.0/dcrd:2.1.0(pre)/,1
