side,qty,rate,time
2,7.5,75139560,2024-11-07 02:07:51.033
2,0.4,74878670,2024-11-07 01:46:03.793
2,7.5,74710640,2024-11-07 02:07:50.758
2,7.5,74281720,2024-11-07 02:07:50.470
2,0.4,74167690,2024-11-07 01:46:03.466
2,7.5,73852800,2024-11-07 02:07:50.226
2,0.4,73456710,2024-11-07 01:46:03.166
2,7.5,73423880,2024-11-07 02:07:49.961
2,7.5,72994960,2024-11-07 02:07:49.669
2,0.4,72745730,2024-11-07 01:46:02.845
2,7.5,72566040,2024-11-07 02:07:49.305
2,0.9,72313370,2024-11-04 01:26:31.939
2,0.4,72034750,2024-11-07 01:46:02.575
1,0.4,70695550,2024-11-07 02:07:00.936
1,7.5,70407000,2024-11-07 02:07:46.979
1,0.4,69980620,2024-11-07 02:07:01.195
1,7.5,69978080,2024-11-07 02:07:47.291
1,7.5,69549160,2024-11-07 02:07:47.574
1,0.4,69265700,2024-11-07 02:07:01.463
1,7.5,69120240,2024-11-07 02:07:47.870
1,7.5,68691320,2024-11-07 02:07:48.194
1,0.4,68550780,2024-11-07 02:07:01.766
1,7.5,68262400,2024-11-07 02:07:48.483
1,0.4,67835850,2024-11-07 02:07:02.012
1,7.5,67833480,2024-11-07 02:07:48.752
